gene_id,ERR2984230,ERR2984231,ERR2984232,ERR2984239,ERR2984238,ERR2984249
LOC112529939|LOC112529939,0,0,0,0,0,0
LOC112533333|LOC112533333,0,0,0,4,11,3
GNAT1|GNAT1,0,0,0,0,2,0
LSMEM2|LSMEM2,0,0,0,0,0,0
LOC112533356|LOC112533356,0,0,0,11,10,0
LOC107054382|LOC107054382,0,0,0,0,0,0
SLC6A11|SLC6A11,0,0,0,0,0,0
SLC6A1|SLC6A1,0,0,0,4,0,6
LOC107054455|LOC107054455,0,0,0,0,0,0
HRH1|HRH1,0,0,0,11,0,0
LOC107054451|LOC107054451,0,0,0,5,0,0
BARX1|BARX1,0,0,0,0,0,0
LOC112533374|LOC112533374,0,0,0,4,6,0
CACNA2D3|CACNA2D3,0,0,0,0,0,0
SLC26A6|SLC26A6,0,0,0,0,0,0
LOC112533337|LOC112533337,0,0,0,0,0,0
LOC112533323|LOC112533323,0,0,2,4,0,0
TRNAL-UAA_1,0,0,0,0,0,0
LOC101751274|LOC101751274,0,0,0,5,0,0
LOC107054437|LOC107054437,0,0,9,0,0,0
LOC101748323|LOC101748323,0,0,0,11,0,0
LOC101748408|LOC101748408,0,0,0,0,0,0
LOC107054436|LOC107054436,0,0,0,0,0,0
LOC107054435|LOC107054435,0,0,0,0,0,0
LOC107054392|LOC107054392,0,0,0,0,0,0
LOC107054434|LOC107054434,0,0,0,0,0,0
LOC107054425|LOC107054425,0,0,0,0,0,0
LOC112533373|LOC112533373,0,0,0,0,0,0
LOC112533365|LOC112533365,0,0,0,0,0,0
SYNPR|SYNPR,0,0,0,9,0,0
LOC112533378|LOC112533378,0,0,0,0,0,0
LOC112533380|LOC112533380,0,4,0,2,5,4
LOC101751855|LOC101751855,0,0,0,13,4,8
LOC112533375|LOC112533375,0,0,0,0,0,0
LOC416082|LOC416082,0,0,0,0,0,0
LOC112533376|LOC112533376,0,0,0,0,0,0
LOC107054390|LOC107054390,0,0,0,0,0,0
LOC112533371|LOC112533371,0,0,0,0,0,0
FAM19A1|FAM19A1,0,0,0,0,0,0
FAM19A4|FAM19A4,0,0,0,0,0,0
LOC107054389|LOC107054389,0,1,0,0,0,0
LOC427594|LOC427594,0,0,0,0,0,0
HSD17B14|HSD17B14,0,0,0,0,0,0
LOC416090|LOC416090,0,0,0,4,0,0
CHL1|CHL1,0,0,0,24,20,21
LOC107054411|LOC107054411,0,0,0,0,0,0
LOC107054412|LOC107054412,0,0,0,0,0,0
LOC107054409|LOC107054409,0,0,0,0,0,0
LOC107054410|LOC107054410,0,0,0,0,0,0
LOC112533338|LOC112533338,0,0,0,0,0,0
CNTN6|CNTN6,0,0,0,0,0,0
LOC107054385|LOC107054385,0,0,0,0,0,0
LOC107054384|LOC107054384,0,0,0,0,0,0
LOC101750476|LOC101750476,0,0,0,0,0,4
LOC112533364|LOC112533364,0,0,0,0,0,0
LOC112533377|LOC112533377,0,0,0,0,0,0
LOC101751030|LOC101751030,0,0,0,0,0,0
CAV3|CAV3,0,0,0,0,0,0
OXTR|OXTR,0,0,0,0,6,0
LOC112533351|LOC112533351,0,0,0,0,0,0
LOC112533352|LOC112533352,0,0,0,0,0,0
LOC107057001|LOC107057001,0,0,0,0,0,0
SUPT16H|SUPT16H,0,0,0,17,17,19
LOC112533421|LOC112533421,0,0,0,1,1,0
LOC112533426|LOC112533426,0,0,0,1,1,1
LOC107054467|LOC107054467,0,0,0,2,3,0
LOC107054466|LOC107054466,0,0,0,5,3,0
LOC107056991|LOC107056991,0,0,0,3,0,0
LOC107054462|LOC107054462,0,0,0,8,5,0
LOC107054461|LOC107054461,0,0,0,16,6,11
LOC107054460|LOC107054460,0,0,0,7,6,0
LOC112533427|LOC112533427,0,0,0,0,1,0
LOC107056925|LOC107056925,0,0,0,0,0,0
LOC107056903|LOC107056903,0,0,0,0,0,0
LOC112533411|LOC112533411,0,0,0,1,1,0
LOC107056930|LOC107056930,0,0,0,2,2,0
LOC107056929|LOC107056929,0,0,0,0,0,0
LOC107056948|LOC107056948,0,0,0,0,1,0
LOC107056913|LOC107056913,0,0,0,4,0,0
LOC107054469|LOC107054469,0,0,0,4,1,0
LOC107054471|LOC107054471,0,0,0,5,1,0
LOC100859484|LOC100859484,0,0,0,0,1,8
LOC107054472|LOC107054472,0,0,0,0,1,3
LOC768760|LOC768760,0,0,0,5,0,0
SLC4A9|SLC4A9,0,0,0,13,18,7
LOC112533431|LOC112533431,0,0,0,0,0,0
LOC107054485|LOC107054485,0,0,0,0,2,0
LOC112533403|LOC112533403,0,0,0,1,0,0
LOC107054487|LOC107054487,0,0,9,1,1,2
LOC100858040|LOC100858040,0,0,0,0,2,2
LOC100859022|LOC100859022,0,0,0,6,1,2
STARD10|STARD10,0,0,5,0,0,0
LOC101752050|LOC101752050,0,0,0,0,0,0
LOC112533417|LOC112533417,0,0,0,3,0,0
LOC101748278|LOC101748278,0,0,0,11,6,6
LOC107054496|LOC107054496,0,0,0,0,0,0
LOC101748409|LOC101748409,0,0,0,3,4,0
LOC107054495|LOC107054495,0,0,0,0,0,0
FGF18|FGF18,0,0,0,0,6,0
TLX3|TLX3,0,0,0,0,0,0
LOC112533396|LOC112533396,0,0,0,4,2,0
TRNAD-GUC_6,0,0,0,0,1,0
MIR6569|MIR6569,0,0,0,3,4,0
MIR6569,0,0,0,1,1,0
LOC112533406|LOC112533406,0,4,0,0,0,0
GABRG2|GABRG2,0,0,0,0,0,0
LOC101751673|LOC101751673,0,0,0,0,0,0
ATP10B|ATP10B,0,0,0,17,0,0
LOC101751941|LOC101751941,0,0,0,0,0,0
LOC112533397|LOC112533397,0,0,0,0,0,0
MIR146A|MIR146A,0,0,0,1,6,0
MIR146A,0,0,0,1,1,0
LOC770450|LOC770450,0,0,0,0,0,0
LOC107054508|LOC107054508,0,0,0,0,0,0
LOC112533432|LOC112533432,0,0,0,0,13,0
NKX2-5|NKX2-5,0,0,0,0,0,0
LOC101749329|LOC101749329,0,0,0,0,1,0
LOC101751961|LOC101751961,0,0,0,0,0,0
LOC101751994|LOC101751994,0,0,0,0,0,0
LOC107054519|LOC107054519,0,0,0,0,0,0
LOC107054520|LOC107054520,0,8,9,0,0,0
SLC34A1|SLC34A1,0,0,0,0,0,0
ADRA2BL2|ADRA2BL2,0,0,0,3,3,0
EIF4E1B|EIF4E1B,0,0,0,0,0,0
SNCB|SNCB,0,0,0,0,0,0
GPRIN1|GPRIN1,0,0,0,0,0,0
LOC101749628|LOC101749628,0,0,0,0,0,0
LOC101749879|LOC101749879,0,0,0,0,0,0
SOX30|SOX30,0,0,0,0,0,0
HAND1|HAND1,0,0,0,0,0,0
LOC101751942|LOC101751942,0,0,0,0,0,0
NMUR2|NMUR2,0,0,0,0,0,0
LOC107054516|LOC107054516,0,0,0,0,0,0
GLRA1|GLRA1,0,0,0,6,0,0
LOC107054530|LOC107054530,0,0,0,10,0,0
LOC107054529|LOC107054529,0,0,0,23,31,8
SLC6A7|SLC6A7,0,0,0,0,5,0
CDX1|CDX1,0,0,0,0,0,0
LOC112533414|LOC112533414,0,0,0,0,0,0
NPY7R|NPY7R,0,0,0,0,0,0
LOC112533398|LOC112533398,0,0,0,0,0,2
LOC101750644|LOC101750644,0,0,0,0,0,0
WNT8A|WNT8A,0,0,0,0,0,0
IL9|IL9,0,0,0,0,0,0
NEUROG1|NEUROG1,0,0,0,0,0,0
LOC107054563|LOC107054563,0,0,0,0,4,3
LOC107054543|LOC107054543,0,10,28,0,0,0
PITX1|PITX1,0,0,0,14,10,0
LOC112533435|LOC112533435,0,0,0,0,0,0
LOC112533436|LOC112533436,0,0,1,5,0,0
LOC107054557|LOC107054557,0,0,0,6,4,5
LOC112533399|LOC112533399,0,1,0,0,0,0
ACSL6|ACSL6,0,0,0,14,13,9
CSF2|CSF2,0,0,0,0,0,0
IL3|IL3,0,0,0,0,0,0
LOC107054554|LOC107054554,0,0,0,0,0,0
IL5|IL5,0,3,0,0,0,0
IL13|IL13,0,0,0,0,0,0
IL4|IL4,0,0,0,0,0,0
LOC112533400|LOC112533400,0,0,0,0,0,0
LOC112533416|LOC112533416,0,0,7,0,0,0
LOC107054542|LOC107054542,0,0,0,0,0,0
LOC112533413|LOC112533413,0,0,0,0,0,0
POU4F3_1|POU4F3,0,0,0,0,0,0
LOC107050632|LOC107050632,0,0,0,0,0,0
LOC112533472|LOC112533472,0,0,0,0,0,0
LOC107053907|LOC107053907,0,0,0,0,0,0
LOC107050695|LOC107050695,0,5,0,0,0,0
MIR193B|MIR193B,0,0,0,2,0,2
MIR193B,0,0,0,1,0,0
MIR365B|MIR365B,0,0,0,3,2,4
MIR365-1|MIR365-1,0,0,0,0,0,0
MIR365-1,0,0,0,0,0,0
MIR365B,0,0,0,1,1,1
LOC101748693|LOC101748693,0,0,0,0,0,0
LOC107054595|LOC107054595,0,0,0,0,0,0
LOC427656|LOC427656,0,0,0,0,0,0
UNCX|UNCX,0,0,0,0,0,0
LOC101750340|LOC101750340,0,0,0,4,3,0
LOC101750426|LOC101750426,0,0,3,35,24,13
LOC101749834|LOC101749834,0,0,0,0,4,0
GRIFIN|GRIFIN,0,0,0,0,0,0
MMD2|MMD2,0,0,0,5,0,0
KPNA7|KPNA7,0,0,0,13,0,0
KCNJ12|KCNJ12,0,0,0,0,0,4
LOC107054614|LOC107054614,0,0,0,0,0,0
LOC101752298|LOC101752298,0,0,0,0,0,0
LOC107054616|LOC107054616,0,0,0,0,0,0
SSTR5|SSTR5,0,0,0,15,5,0
LOC107054583|LOC107054583,0,0,0,0,0,0
LOC112533445|LOC112533445,0,0,0,0,0,0
LOC770707|LOC770707,0,0,0,0,0,0
LOC107054617|LOC107054617,0,0,0,5,11,3
MSLNL|MSLNL,0,0,0,0,0,0
HS3ST6|HS3ST6,0,0,0,0,0,0
LOC101748639|LOC101748639,0,0,0,0,0,0
CASKIN1|CASKIN1,0,0,0,8,0,6
AQP8|AQP8,0,0,0,0,0,0
CACNG3|CACNG3,0,0,0,12,0,0
HS3ST2|HS3ST2,0,0,0,19,0,3
HS3ST4|HS3ST4,0,0,0,8,0,0
LOC101751944|LOC101751944,0,0,0,0,0,0
LOC107054584|LOC107054584,0,0,0,0,0,0
LOC112533452|LOC112533452,0,0,0,0,0,0
IL9R|IL9R,0,0,0,4,10,0
C14H16orf45|C14H16orf45,0,0,0,0,5,0
LOC112533443|LOC112533443,0,0,0,0,0,0
CLEC19A|CLEC19A,0,0,0,4,0,0
TRNAL-UAG_1,0,0,0,0,0,0
LOC112533457|LOC112533457,0,0,0,0,0,0
LOC100858908|LOC100858908,0,0,0,0,0,0
LOC107054634|LOC107054634,0,0,0,0,0,0
TMEM114|TMEM114,0,0,0,0,0,0
RBFOX1|RBFOX1,0,0,0,0,0,0
LOC112533448|LOC112533448,0,0,5,0,0,0
LOC101752299|LOC101752299,0,0,0,0,0,0
LOC107054640|LOC107054640,0,1,0,0,0,0
GSG1L|GSG1L,0,2,2,0,0,0
LOC107054642|LOC107054642,0,0,0,0,7,0
HBZ|HBZ,0,0,0,25,5,11
LOC772096|LOC772096,0,0,0,0,0,0
SBK1|SBK1,0,0,0,12,0,3
FBXL16|FBXL16,0,0,0,4,3,0
LOC100857632|LOC100857632,0,0,0,0,0,0
PRR35|PRR35,0,0,0,0,0,0
NHLRC4|NHLRC4,0,0,0,0,0,0
LOC101750883|LOC101750883,0,0,0,0,0,0
LOC112533459|LOC112533459,0,0,0,0,0,0
NOG2|NOG2,0,0,0,0,0,0
MIR7471,0,0,0,0,0,0
MIR7471|MIR7471,0,0,0,0,0,0
MCHR2|MCHR2,0,0,0,0,4,0
GPR139|GPR139,0,0,0,0,0,0
LOC112533498|LOC112533498,0,0,0,5,3,0
LOC112533510|LOC112533510,0,0,0,0,0,0
LOC107050562|LOC107050562,0,0,0,0,0,2
MIR454|MIR454,0,0,0,3,0,0
MIR454,0,0,0,1,0,0
MIR301A|MIR301A,0,0,4,7,6,5
MIR301A,0,0,0,1,1,1
MIR130A|MIR130A,0,0,0,3,3,0
MIR130A,0,0,0,1,1,0
LOC107051618|LOC107051618,0,0,0,4,11,4
LOC100857250|LOC100857250,0,0,0,0,0,0
FZD10|FZD10,0,12,5,5,0,2
TMEM132C|TMEM132C,0,0,0,0,0,0
MIR1764|MIR1764,0,0,0,0,0,0
MIR1764,0,0,0,0,0,0
LOC112533514|LOC112533514,0,5,0,16,12,8
CCDC63|CCDC63,0,0,0,0,0,0
MYL2|MYL2,0,0,0,0,0,0
LOC100858347|LOC100858347,0,0,0,0,0,0
ADAM20|ADAM20,0,0,0,5,6,4
LOC107051597|LOC107051597,0,0,0,0,0,0
LOC107051577|LOC107051577,0,0,0,0,0,0
TRPV4|TRPV4,0,0,9,0,0,0
LOC112533511|LOC112533511,0,0,0,0,0,0
CRYBB2|CRYBB2,0,0,0,0,0,0
SEZ6L|SEZ6L,0,0,0,0,4,0
ASPHD2|ASPHD2,0,0,0,0,0,0
CRYBB1|CRYBB1,0,0,0,0,0,0
CRYBA4|CRYBA4,0,0,0,9,28,18
LOC107051592|LOC107051592,0,0,0,0,0,0
SUSD2|SUSD2,0,0,0,0,0,0
GSC2|GSC2,0,3,0,2,0,0
CA15L|CA15L,0,0,0,0,0,0
VPREB3|VPREB3,0,0,0,0,0,0
SLC2A11L4|SLC2A11L4,0,1,0,0,0,0
LOC112533488|LOC112533488,0,0,0,5,9,0
TMEM233|TMEM233,0,0,0,0,0,0
CCDC60|CCDC60,0,0,0,0,0,0
GPR25|GPR25,0,0,0,0,0,0
LOC100858995|LOC100858995,0,0,0,0,0,0
LOC101750521|LOC101750521,0,0,0,0,0,0
LOC107054687|LOC107054687,0,0,0,0,0,0
LOC107054685|LOC107054685,0,0,0,0,0,0
LOC101750822|LOC101750822,0,0,0,0,0,0
LOC101751481|LOC101751481,0,0,0,4,0,0
LOC112533517|LOC112533517,0,8,0,0,0,0
LOC101752166|LOC101752166,0,0,0,6,0,0
CABP7|CABP7,0,0,0,0,12,7
NEFH|NEFH,0,0,0,7,5,0
KSR2|KSR2,0,0,0,0,0,0
LOC107054675|LOC107054675,0,0,0,0,0,0
LOC112533503|LOC112533503,0,0,0,0,0,0
LOC101749880|LOC101749880,0,0,0,11,0,7
LOC107054672|LOC107054672,0,0,0,15,0,0
LOC107054670|LOC107054670,0,0,0,0,0,0
LOC107050047|LOC107050047,0,0,0,0,0,0
LOC107049533|LOC107049533,0,0,0,0,0,0
LOC107049098|LOC107049098,0,8,0,0,0,0
LOC112533560|LOC112533560,0,0,0,0,0,0
LOC107049613|LOC107049613,0,0,0,0,0,0
LOC112533557|LOC112533557,0,0,0,0,0,0
LOC101747594|LOC101747594,0,0,0,0,0,0
LOC107049557|LOC107049557,0,0,2,2,0,0
MIR7480-1,0,2,0,0,0,0
MIR7480-1|MIR7480-1,0,0,0,0,0,0
LOC101750957|LOC101750957,0,0,0,0,0,0
LOC107049775|LOC107049775,0,0,0,0,0,0
TRNAL-CAA_2,0,1,0,0,0,0
TRNAE-CUC_4,0,0,0,0,0,0
44G24.1|44G24.1,0,0,0,8,0,3
TRNAN-GUU_8,0,0,0,0,0,0
TRNAT-UGU_4,0,1,0,0,0,0
TRNAL-AAG_2,0,0,1,0,0,0
TRNAV-AAC_7,0,0,1,0,0,0
TRNAP-UGG_4,0,1,0,0,0,0
TRNAT-UGU_5,0,0,1,0,0,0
TRNAK-CUU_3,0,8,0,0,0,0
TRNAE-CUC_5,0,0,1,0,0,0
TRNAV-CAC_2,0,4,0,0,0,0
TRNAE-UUC_3,0,1,2,0,0,0
TRNAE-UUC_4,0,0,0,0,0,0
TRNAV-CAC_3,0,0,0,0,0,0
TRNAL-CAA_3,0,0,0,0,0,0
TRNAK-CUU_4,0,0,0,0,0,0
TRNAV-CAC_4,0,0,0,0,0,0
TRNAE-CUC_6,0,0,0,0,0,0
TRNAK-CUU_5,0,0,0,0,0,0
TRNAV-CAC_5,0,0,0,0,0,0
CD1C|CD1C,0,0,0,20,12,0
TRNAL-AAG_4,0,0,0,0,0,0
LOC107050939|LOC107050939,0,0,0,0,0,0
LOC107052179|LOC107052179,0,0,0,4,0,12
Pou5f3|Pou5f3,0,0,0,0,0,0
LOC417291|LOC417291,0,0,0,0,0,0
LOC427778|LOC427778,0,0,0,0,5,0
RNF224|RNF224,0,0,6,0,0,0
GRIN1|GRIN1,0,0,0,0,0,0
LOC427775|LOC427775,0,0,0,0,0,0
LOC107052174|LOC107052174,0,0,0,0,0,0
LOC112529990|LOC112529990,0,0,0,0,0,0
TRNAT-AGU_3,0,0,0,0,0,0
LOC101749962|LOC101749962,0,0,0,0,0,0
LOC112529973|LOC112529973,0,0,0,12,4,12
LOC107052175|LOC107052175,0,0,0,0,0,0
CACNA1B|CACNA1B,0,0,0,9,8,0
COL2A1L|COL2A1L,0,0,0,0,0,0
LOC107052191|LOC107052191,0,0,0,13,7,4
LOC112529996|LOC112529996,0,0,0,0,0,0
LOC771388|LOC771388,0,0,0,37,0,8
LOC107052194|LOC107052194,0,0,0,0,0,0
LOC112529989|LOC112529989,0,0,0,0,0,0
LOC112529995|LOC112529995,0,0,0,0,0,0
MIR219A1|MIR219A1,0,0,0,0,0,0
MIR219|MIR219,0,0,0,0,0,0
MIR219,0,0,0,0,0,0
MIR219A1,0,0,0,0,0,0
TRNAR-UCU_1,0,0,0,0,0,0
LOC107052206|LOC107052206,0,0,0,0,0,0
LOC107052204|LOC107052204,0,0,0,0,3,2
PRRX2|PRRX2,0,0,0,0,4,0
LOC101747700|LOC101747700,0,0,0,2,2,0
PRDM12|PRDM12,0,0,0,0,0,0
MIR1753-1|MIR1753-1,0,0,0,0,0,0
MIR1753-1,0,9,9,0,0,0
QRFP|QRFP,0,0,0,0,0,0
FIBCD1|FIBCD1,0,0,0,0,0,0
BARHL1|BARHL1,0,0,0,0,0,0
AK8|AK8,0,0,0,4,0,0
SPACA9|SPACA9,0,0,0,18,0,0
CCDC180|CCDC180,0,0,0,0,0,0
FAM163B|FAM163B,0,0,0,0,0,0
LOC101749989|LOC101749989,0,0,0,0,0,0
DBH|DBH,0,0,0,0,0,0
LOC112530006|LOC112530006,0,0,0,2,0,5
LOC107052215|LOC107052215,0,0,0,11,0,4
LOC107052217|LOC107052217,0,0,0,0,4,0
LOC417142|LOC417142,0,0,0,0,0,0
LOC107052218|LOC107052218,0,0,0,0,0,0
LOC107052219|LOC107052219,0,0,0,0,0,0
B3GNTL|B3GNTL,0,0,0,8,5,3
LOC107052226|LOC107052226,0,0,0,0,0,0
ADGRD2|ADGRD2,0,0,0,6,19,0
LOC112529977|LOC112529977,0,0,0,0,0,0
NR5A1|NR5A1,0,0,0,4,0,5
LOC107052230|LOC107052230,0,0,0,0,0,0
LOC112529983|LOC112529983,0,0,0,0,0,0
LOC107052231|LOC107052231,0,0,0,0,0,0
LOC112529993|LOC112529993,0,0,0,3,0,0
ALC|ALC,0,0,0,0,0,0
LMX1B|LMX1B,0,0,0,0,0,0
LOC107052232|LOC107052232,0,0,0,0,0,0
LOC112530021|LOC112530021,0,0,0,2,0,0
DHRS7C|DHRS7C,0,2,0,3,0,0
GSG1L2|GSG1L2,0,0,0,0,0,0
GLP2R|GLP2R,0,0,0,0,8,0
MYH13|MYH13,0,2,0,0,0,0
MYH1D|MYH1D,0,0,0,0,0,0
MYH1F|MYH1F,0,0,0,0,0,0
LOC107054725|LOC107054725,0,0,0,0,0,0
MYH1A|MYH1A,0,0,0,0,0,0
LOC107054726|LOC107054726,0,0,0,0,0,0
MYH1B|MYH1B,0,4,3,0,0,0
LOC101750300|LOC101750300,0,0,0,0,0,0
MYH1E|MYH1E,0,0,0,0,0,0
LOC112530020|LOC112530020,0,0,0,0,0,0
SHISA6|SHISA6,0,0,0,0,0,3
LOC107054729|LOC107054729,0,0,0,0,0,0
PIRT|PIRT,0,0,0,0,0,0
RNF222|RNF222,0,0,0,0,0,0
CCDC42|CCDC42,0,0,0,0,0,0
LOC101749287|LOC101749287,0,0,0,7,8,0
LOC107054732|LOC107054732,0,0,0,0,0,0
CFAP52|CFAP52,0,0,0,4,0,5
LOC101750482|LOC101750482,0,0,0,0,0,0
LOC107054734|LOC107054734,0,3,0,0,0,0
TRNAQ-CUG_4,0,0,0,0,0,0
TRNAQ-UUG,0,0,0,0,0,0
UTS2R|UTS2R,0,0,0,0,0,0
LOC107054740|LOC107054740,0,0,0,0,0,0
FOXJ1|FOXJ1,0,0,0,28,18,0
GALR2|GALR2,0,0,0,0,0,0
LOC417372|LOC417372,0,0,0,0,5,0
LOC107052251|LOC107052251,0,0,0,0,0,0
ANKFN1|ANKFN1,0,0,0,0,0,0
TRNAT-CGU_1,0,0,0,1,4,0
MIR1561|MIR1561,0,0,0,0,0,0
MIR1561,0,0,0,0,0,0
TRNAR-CCG,0,0,0,0,0,0
LOC112530032|LOC112530032,0,0,0,0,0,0
KIF19|KIF19,0,0,0,9,6,0
TSPAN10|TSPAN10,0,0,0,0,0,0
FSCN2|FSCN2,0,0,0,0,0,0
NPTX1|NPTX1,0,0,0,0,0,0
LOC112530037|LOC112530037,0,0,0,18,27,6
CD300LF|CD300LF,0,0,0,0,0,0
TRNAR-UCU_2,0,0,0,0,0,0
TRNAR-CCU_1,0,0,0,0,0,0
LOC107057002|LOC107057002,0,0,0,0,0,0
LOC112530038|LOC112530038,0,0,0,9,5,0
LOC112530024|LOC112530024,0,0,0,0,1,1
LOC112530039|LOC112530039,0,0,0,0,0,0
LOC112530069|LOC112530069,0,0,0,0,0,0
LOC112530086|LOC112530086,0,0,0,7,11,2
MYH7|MYH7,0,3,0,10,0,0
LOC112530087|LOC112530087,0,1,0,0,0,0
LOC112530088|LOC112530088,0,0,0,0,0,0
LOC107054774|LOC107054774,0,0,0,0,15,6
ANGPTRL2|ANGPTRL2,0,0,0,33,16,12
ANGPT1L|ANGPT1L,0,0,2,0,0,0
ANGPTRL1|ANGPTRL1,0,0,4,23,7,10
CCLL4|CCLL4,0,0,0,0,0,0
TRNAS-UGA_3,0,0,0,0,0,0
LPO|LPO,0,0,0,9,11,0
LOC107054776|LOC107054776,0,0,0,0,0,0
MIR142|MIR142,0,0,0,3,0,0
MIR142,0,0,0,1,0,0
LOC107054777|LOC107054777,0,0,0,0,0,0
LOC107054768|LOC107054768,0,0,0,0,0,0
CCDC183|CCDC183,0,0,0,1,4,0
CALN1|CALN1,0,0,0,0,0,0
LOC101751351|LOC101751351,0,0,0,0,0,0
LOC101751388|LOC101751388,0,0,0,0,0,0
LOC101751425|LOC101751425,0,4,0,0,0,0
LOC107054780|LOC107054780,0,0,0,0,3,0
LOC107054781|LOC107054781,0,2,0,0,0,0
MYL10|MYL10,0,0,0,6,0,0
UPK3BL|UPK3BL,0,0,0,10,0,0
UPK3B|UPK3B,0,0,0,0,0,0
LOC112530067|LOC112530067,0,0,0,7,11,5
SRCRB4D|SRCRB4D,0,0,0,0,0,0
SRRM3|SRRM3,0,2,2,0,0,0
STYXL1|STYXL1,0,0,0,3,7,0
LOC101747457|LOC101747457,0,0,0,0,0,0
LOC101747270|LOC101747270,0,0,0,0,0,0
NF2L|NF2L,0,0,0,16,8,10
RTN4RL1|RTN4RL1,0,0,0,4,9,7
SLC13A2|SLC13A2,0,0,0,39,12,22
LOC107054799|LOC107054799,0,0,0,0,0,0
FOXN1|FOXN1,0,4,0,0,0,0
UNC119|UNC119,0,0,0,5,6,7
MIR451B|MIR451B,0,0,0,0,0,1
MIR451B,0,0,0,0,0,1
MIR144|MIR144,0,4,0,0,0,3
MIR144,0,4,0,0,0,1
SEZ6|SEZ6,0,0,0,0,0,0
BHLHA9|BHLHA9,0,0,0,0,0,0
SLC47A2|SLC47A2,0,0,0,0,0,0
OPNP|OPNP,0,0,0,0,0,0
LOC107054810|LOC107054810,0,0,0,0,0,0
TBX4|TBX4,0,0,0,0,0,0
LOC112530079|LOC112530079,0,0,0,0,0,0
LOC772381|LOC772381,0,0,0,0,0,0
LOC107054770|LOC107054770,0,0,0,0,0,0
LOC107054811|LOC107054811,0,0,0,0,0,0
LOC112530064|LOC112530064,0,0,0,0,0,0
LHX1|LHX1,0,0,0,0,0,0
MIR1592|MIR1592,0,0,0,0,0,1
MIR1592,0,0,0,0,0,0
LOC112530076|LOC112530076,0,0,0,26,17,26
CCDC92B|CCDC92B,0,0,4,15,13,0
TRNAE-UUC_5,0,0,0,0,0,0
GDF5|GDF5,0,4,6,0,0,0
FAM83C|FAM83C,0,0,0,0,0,0
LOC112530124|LOC112530124,0,0,0,0,0,0
LOC107054897|LOC107054897,0,0,0,0,0,0
MIR7453,0,0,0,0,0,0
MIR7453|MIR7453,0,0,0,0,0,0
LOC101752265|LOC101752265,0,0,0,0,0,0
TRNAE-UUC_6,0,0,0,0,0,0
LOC107054895|LOC107054895,0,0,0,5,4,0
MYH7B|MYH7B,0,0,0,0,0,0
MIR499A|MIR499A,0,0,0,0,0,0
MIR499A,0,0,0,0,0,0
LOC101749666|LOC101749666,0,4,0,5,0,0
LOC112530120|LOC112530120,0,0,0,0,0,0
LOC101750167|LOC101750167,0,0,0,0,0,0
LOC101750366|LOC101750366,0,0,0,0,0,7
LOC107054888|LOC107054888,0,0,0,4,0,0
LOC107054823|LOC107054823,0,0,0,0,0,0
EMILIN3|EMILIN3,0,0,0,17,7,0
LOC428144|LOC428144,0,0,0,0,0,0
OCSTAMP|OCSTAMP,0,0,0,0,0,0
LOC112530108|LOC112530108,0,7,0,0,0,0
LOC107054872|LOC107054872,0,0,2,0,0,0
SS18L1|SS18L1,0,0,0,4,0,15
LOC101747836|LOC101747836,0,0,0,0,0,0
MIR1-1|MIR1-1,0,0,0,0,0,0
MIR1-1,0,0,0,0,0,0
MIR1773|MIR1773,0,0,0,0,0,0
MIR1773,0,0,2,0,0,0
MIR133A2|MIR133A2,0,0,0,0,0,0
MIR133A2,0,0,0,0,0,0
LOC107054866|LOC107054866,0,0,0,0,0,0
BHLHE23|BHLHE23,0,0,0,4,2,0
MIR124-3|MIR124-3,0,0,0,0,0,0
MIR124-3,0,0,0,0,0,0
KCNQ2|KCNQ2,0,0,0,0,0,0
MYT1|MYT1,0,0,0,0,0,0
LOC107054863|LOC107054863,0,0,0,0,0,0
LOC107054862|LOC107054862,0,0,0,0,0,0
LOC419250|LOC419250,0,0,0,0,0,0
LOC107054822|LOC107054822,0,0,0,0,0,0
NPBWR2|NPBWR2,0,0,0,0,0,0
OPRL1|OPRL1,0,0,0,0,0,0
LOC101749563|LOC101749563,0,0,0,0,9,3
C20H20orf204|C20H20orf204,0,0,0,4,0,0
SAMD10|SAMD10,0,0,0,0,0,0
C20H20ORF195|C20H20ORF195,0,0,0,0,0,0
LOC107054820|LOC107054820,0,0,0,0,0,0
RSPO4|RSPO4,0,0,0,0,0,0
SCRT2|SCRT2,0,0,0,0,0,0
TCF15|TCF15,0,0,0,0,7,0
NRSN2|NRSN2,0,0,0,0,0,0
C20H20orf96|C20H20orf96,0,0,0,0,4,0
LOC101748448|LOC101748448,0,3,0,0,0,0
BPIL|BPIL,0,0,0,0,0,0
MYLK2|MYLK2,0,0,0,0,0,0
XKR7|XKR7,0,0,0,7,0,6
DNMT3B|DNMT3B,0,0,0,0,0,0
BPIFB6|BPIFB6,0,0,0,4,10,3
BPIL3|BPIL3,0,0,0,0,0,0
BPIFB4|BPIFB4,0,0,7,0,0,0
LOC101750367|LOC101750367,0,0,0,0,0,0
LOC107054848|LOC107054848,0,0,0,0,0,0
TNNC2|TNNC2,0,0,0,0,0,0
CDH22|CDH22,0,6,0,7,0,0
LOC107054844|LOC107054844,0,0,0,0,0,0
SPO11|SPO11,0,0,0,0,0,0
LOC112530128|LOC112530128,0,0,0,4,0,0
TFAP2C|TFAP2C,0,0,0,8,8,0
