"genes","CN_2w_2","CN_2w_1","CN_4w_1","HT_3hr_1","HT_3hr_2","HT_3hr_4"
"PROCA1|PROCA1",30,262,175,392,120,246
"LOC100858814|LOC100858814",0,0,0,24,8,17
"RAB34|RAB34",10,35,43,1,1,1
"LOC112530100|LOC112530100",0,1,1,241,173,116
"TLCD1|TLCD1",107,677,529,590,293,278
"NEK8|NEK8",40,79,188,219,96,87
"TRAF4|TRAF4",79,460,447,88,35,39
"FAM222B|FAM222B",75,209,351,975,365,411
"ERAL1|ERAL1",255,992,846,239,296,98
"FLOT2|FLOT2",643,1977,2048,218,140,96
"DHRS13|DHRS13",101,444,238,4561,2565,2248
"PHF12|PHF12",513,1324,1903,20561,12072,11128
"PIPOX|PIPOX",326,1168,988,1949,1048,809
"GIT1|GIT1",92,437,449,1447,1039,725
"MYO18A|MYO18A",401,1575,1779,332,147,89
"NUFIP2|NUFIP2",471,2120,1907,100,75,63
"LOC112530072|LOC112530072",0,56,36,111,61,65
"CORO6|CORO6",31,195,81,1146,830,611
"SSH2|SSH2",76,133,402,590,395,288
"EFCAB5|EFCAB5",81,187,329,2939,1000,901
"NSRP1|NSRP1",241,574,789,2023,1155,680
"SLC6A4|SLC6A4",233,243,739,2313,871,725
"BLMH|BLMH",1230,3820,4568,13719,5440,4166
"TUSC5|TUSC5",4,12,13,1122,507,356
"CPD|CPD",1671,5367,6310,197,176,90
"GOSR1|GOSR1",361,1024,1360,120039,51643,32239
"ABR|ABR",141,125,603,629,271,294
"SPECC1|SPECC1",28,35,160,0,0,0
"ADORA2B|ADORA2B",13,24,53,16,23,0
"ZSWIM7|ZSWIM7",56,154,121,12524,4205,4034
"TTC19|TTC19",250,866,804,680,362,223
"NCOR1|NCOR1",574,1054,2371,19,10,8
"PIGL|PIGL",48,85,93,3506,1122,1432
"TRPV1|TRPV1",315,780,748,329,192,129
"EMC6|EMC6",149,1069,760,1544,622,740
"TAX1BP3|TAX1BP3",255,701,960,4465,1835,2449
"SHPK|SHPK",258,1143,1029,566,233,341
"TRPV3|TRPV3",22,84,78,0,0,0
"ASPA|ASPA",288,736,1159,0,0,0
"AKAP10|AKAP10",333,548,1180,1900,681,635
"NLE1|NLE1",140,635,658,4748,1596,631
"LOC101749175|LOC101749175",30,22,76,2198,697,599
"TRPV2|TRPV2",52,131,285,34,15,7
"CENPV|CENPV",140,504,348,3980,1705,1242
"UBB|UBB",26268,82786,93415,3090,1580,1036
"SLC47A1|SLC47A1",125,604,575,0,0,0
"LOC107054806|LOC107054806",0,6,4,139,46,96
"ULK2|ULK2",1162,1283,3048,636,345,327
"ALDH3A2|ALDH3A2",3697,12515,10978,435,319,212
"NXN|NXN",357,1281,941,1034,360,317
"MRM3|MRM3",73,421,305,159,99,76
"GLOD4|GLOD4",971,3093,2947,78,107,50
"GEMIN4|GEMIN4",140,494,494,0,0,0
"DOC2B|DOC2B",59,128,244,6716,2667,1366
"RFLNB|RFLNB",53,213,307,747,344,305
"LOC107054807|LOC107054807",0,0,0,779,198,253
"RPH3AL|RPH3AL",140,342,387,2599,1441,1244
"VPS53|VPS53",243,835,1100,933,346,257
"LOC112530098|LOC112530098",83,70,76,21059,8149,7162
"RAD51C|RAD51C",73,184,150,380,100,83
"PPM1E|PPM1E",154,331,512,3064,1277,1164
"MIR301B",0,0,0,458,312,214
"MIR130C|MIR130C",0,0,0,5087,3325,2886
"MIR130C",0,0,0,8624,3278,3247
"SKA2|SKA2",159,626,660,2402,1294,1462
"SMG8|SMG8",87,448,380,808,621,499
"GDPD1|GDPD1",162,216,572,1526,725,656
"YPEL2|YPEL2",564,1276,1741,4666,1916,1688
"MIR1697|MIR1697",2,2,0,4544,1244,1927
"ERR2984226.19698|MIR1697",1,1,0,3103,1338,1170
"DHX40|DHX40",287,795,949,930,292,385
"CLTC|CLTC",1914,4019,8563,3873,1955,1705
"RNFT1|RNFT1",182,544,725,387,156,217
"VMP1|VMP1",1061,3283,3589,2521,1495,1517
"RPS6KB1|RPS6KB1",1179,3496,3956,6838,2932,3373
"TUBD1|TUBD1",141,427,471,1943,665,888
"PTRH2|PTRH2",173,740,503,3915,992,861
"LOC107054808|LOC107054808",103,175,212,0,0,0
"MIR21|MIR21",2,1,1,6928,2609,2959
"LOC107054809|LOC107054809",133,174,446,373,228,202
"INTS2|INTS2",597,1690,2442,0,0,0
"MED13|MED13",371,736,1797,1398,598,669
"TBX2|TBX2",84,346,274,850,272,215
"PPM1D|PPM1D",167,530,679,0,0,0
"BCAS3|BCAS3",188,366,426,1084,195,290
"APPBP2|APPBP2",304,1060,1409,110,50,76
"C19H17ORF64|C19H17ORF64",0,0,0,4032,1718,913
"ZNHIT3|ZNHIT3",242,1170,710,2079,1304,967
"MYO19|MYO19",285,746,1073,124,25,36
"PIGW|PIGW",51,201,179,731,579,640
"GGNBP2|GGNBP2",307,802,1113,45,45,29
"DHRS11|DHRS11",310,983,848,5,0,10
"AATF|AATF",104,525,510,643,507,387
"TADA2A|TADA2A",222,715,497,0,0,0
"DUSP14|DUSP14",82,297,207,133,128,145
"SYNRG|SYNRG",435,1157,1958,566,448,415
"DDX52|DDX52",144,413,546,751,308,352
"HNF1B|HNF1B",75,317,324,75,50,18
"MIR6639|MIR6639",2,5,6,1211,608,774
"ERR2984226.19766|MIR6639",1,0,1,204,143,73
"ACACA|ACACA",19814,43683,54406,26,12,8
"C19H17orf78|C19H17orf78",18,26,0,46,12,17
"DYNLL2|DYNLL2",97,508,360,245,164,145
"SRSF1|SRSF1",1754,6591,7029,116,61,63
"VEZF1|VEZF1",235,653,918,109,53,39
"LOC112530065|LOC112530065",0,0,0,201,75,103
"MRPS23|MRPS23",176,678,568,212,200,40
"LOC107054812|LOC107054812",0,0,0,1043,571,408
"MSI2|MSI2",211,747,724,670,302,286
"AKAP1|AKAP1",1036,3359,4573,1495,631,482
"NF1|NF1",1480,2822,4893,2489,1416,973
"OMG|OMG",8,17,16,12,0,8
"KSR1|KSR1",415,899,1541,22,4,12
"NOS2|NOS2",90,252,455,6922,3208,1918
"LYRM9|LYRM9",40,119,181,9111,3064,3405
"WSB1|WSB1",6706,17197,19497,6329,3018,1916
"LOC107054763|LOC107054763",18,20,14,5,9,0
"TNFAIP1|TNFAIP1",275,714,1296,410,156,167
"LOC112530077|LOC112530077",3,0,4,583,195,175
"NLK|NLK",367,1075,1267,442,167,155
"TMEM97|TMEM97",1871,6599,5636,522,303,207
"IFT20|IFT20",488,2205,1618,62,34,23
"SGSM2|SGSM2",83,258,445,55,17,14
"MNT|MNT",156,455,634,103,98,81
"PAFAH1B1|PAFAH1B1",1177,3816,4826,40,9,18
"CLUH|CLUH",1220,3403,3617,0,0,0
"TPSNRL|TPSNRL",253,971,1030,629,147,254
"LOC107054813|LOC107054813",37,107,84,19,17,12
"WSCD1|WSCD1",7,18,39,862,684,569
"KIAA0753|KIAA0753",137,341,603,2669,705,891
"MED31|MED31",183,656,793,368,186,113
"TXNDC17|TXNDC17",571,2201,1581,128,163,28
"PITPNM3|PITPNM3",83,174,347,4506,1160,910
"SMTNL2|SMTNL2",30,89,215,29,10,40
"LOC112530071|LOC112530071",62,316,241,0,0,0
"LOC101751286|LOC101751286",159,638,400,0,0,0
"IGSF1L3|IGSF1L3",77,111,400,6189,2404,1079
"L3MBTL1|L3MBTL1",38,102,190,154,53,41
"EPB41L1|EPB41L1",38,83,155,972,295,188
"AAR2|AAR2",169,430,593,5051,1983,2279
"DLGAP4|DLGAP4",94,344,440,1018,429,464
"TGIF2|TGIF2",63,286,165,317,101,58
"MYL9|MYL9",125,371,271,0,0,0
"C20H20ORF24|C20H20ORF24",1054,4625,4146,0,0,0
"GGT7|GGT7",80,88,58,0,0,0
"NCOA6|NCOA6",557,1287,2159,0,0,0
"TP53INP2|TP53INP2",734,393,1756,0,0,0
"TLDC2|TLDC2",45,211,125,0,0,0
"PIGU|PIGU",276,770,908,0,0,0
"SAMHD1|SAMHD1",153,704,716,600,369,387
"RBL1|RBL1",132,528,577,1649,566,761
"LOC107054815|LOC107054815",6,3,0,243,147,155
"CHD6|CHD6",222,669,1054,719,271,347
"LOC100858152|LOC100858152",61,218,144,194,85,97
"LOC107057310|LOC107057310",595,1473,2608,50,21,38
"SLA2|SLA2",22,187,178,526,256,223
"PHF20|PHF20",313,846,1392,20,24,20
"MIR1558|MIR1558",0,0,0,1128,299,318
"MIR1558",0,0,0,12295,4448,5109
"ARHGAP39|ARHGAP39",154,294,525,22,7,4
"RBM39|RBM39",1163,3562,4345,1,1,1
"ROMO1|ROMO1",406,2939,1097,25,27,5
"NFS1|NFS1",1391,3939,4957,3588,1847,1221
"CPNE1|CPNE1",311,962,1565,7066,2088,2946
"RBM12|RBM12",456,876,1176,872,565,374
"ST3GAL2L|ST3GAL2L",56,106,202,26,25,12
"ERGIC3|ERGIC3",462,1499,1840,1021,657,490
"CEP250|CEP250",101,294,597,459,182,138
"EIF6|EIF6",681,3275,3364,1463,729,770
"MMP24|MMP24",119,427,470,1212,427,382
"MAP1LC3A|MAP1LC3A",1009,3153,2905,4177,1908,1386
"MIR1453|MIR1453",2,2,2,223,151,112
"ERR2984226.19916|MIR1453",1,1,1,1969,818,725
"DYNLRB1|DYNLRB1",502,1579,1449,7886,3169,3234
"MANBAL1|MANBAL1",382,737,1358,618,397,466
"ITCH|ITCH",351,721,1218,314,245,174
"AHCY|AHCY",11449,35916,33410,443,143,140
"EIF2S2|EIF2S2",705,2601,3187,2500,1662,2256
"PLIN3L|PLIN3L",0,0,0,862,404,386
"CHMP4B|CHMP4B",477,1843,2143,1012,553,472
"PXMP4|PXMP4",1041,3882,3721,82,35,19
"E2F1|E2F1",207,2134,939,1130,559,533
"NECAB3|NECAB3",117,669,507,140,72,42
"CBFA2T2|CBFA2T2",0,36,46,251,126,218
"SNTA1|SNTA1",8,26,37,1800,859,602
"EDEM2|EDEM2",213,903,1036,66,76,18
"TRPC4AP|TRPC4AP",801,2453,3526,3912,1399,1319
"GSS|GSS",342,1919,1193,11269,4459,4213
"ACSS2|ACSS2",553,1752,2058,93,56,69
"LOC107054894|LOC107054894",0,0,0,274,165,166
"LOC107054892|LOC107054892",23,59,47,2709,846,918
"LOC101749104|LOC101749104",0,11,16,28,12,33
"SLC32A1|SLC32A1",0,0,0,734,452,409
"IFT52|IFT52",167,718,552,143,35,41
"SGK2|SGK2",574,1704,1043,2882,976,1162
"ARHGAP40|ARHGAP40",62,61,235,3030,1557,1685
"ACTR5|ACTR5",76,290,331,1560,673,697
"FAM83D|FAM83D",175,578,529,134,91,42
"DHX35|DHX35",80,237,323,1786,1372,787
"LOC112530119|LOC112530119",17,40,59,171,140,0
"MAFB|MAFB",238,289,1238,21,15,0
"LOC112530117|LOC112530117",63,191,413,0,0,0
"LOC101750504|LOC101750504",412,1499,1380,66,56,54
"PLCG1|PLCG1",95,250,622,0,0,0
"ZHX3|ZHX3",1091,2276,3052,2721,1437,1708
"MIR1614|MIR1614",0,0,0,462,314,348
"MIR1614",0,0,0,2534,1340,906
"TOP1|TOP1",647,1547,2667,136,41,51
"GHRH|GHRH",7,37,83,6,0,5
"LOC107054886|LOC107054886",0,21,26,16096,10383,5932
"RPN2|RPN2",2885,9956,12326,421022,191876,114145
"MANBAL4|MANBAL4",38,74,82,2293,1125,1191
"SRC|SRC",185,391,637,6261,2336,2101
"PIGT|PIGT",231,849,850,3,2,2
"BLCAP|BLCAP",567,2098,2047,3,1,4
"DBNDD2|DBNDD2",18,209,183,195,95,43
"TP53TG5|TP53TG5",5,14,18,57,29,17
"SYS1|SYS1",80,519,382,1328,574,744
"SDC4|SDC4",76,122,349,0,0,0
"MATN4|MATN4",0,0,0,7631,2636,2302
"PI3|PI3",81,283,445,1518,711,530
"STK4|STK4",691,2310,3067,144,133,127
"TOMM34|TOMM34",99,349,314,2,2,1
"PABPC1L|PABPC1L",27,90,88,3,2,2
"RIMS4|RIMS4",9,41,50,0,0,0
"YWHAB|YWHAB",2255,6852,8305,1,1,0
"WISP2|WISP2",41,138,126,67,29,22
"ADA|ADA",415,1000,1396,819,484,396
"PKIG|PKIG",60,107,210,4878,2537,2093
"SERINC3|SERINC3",2436,4726,9462,3924,1598,2055
"HNF4A|HNF4A",794,2443,2450,14772,5906,5126
"LOC107054880|LOC107054880",555,1862,1611,6161,2422,2580
"LOC107057318|LOC107057318",295,1370,1234,3163,1185,1273
"OSER1|OSER1",129,553,604,3824,1155,2022
"GDAP1L1|GDAP1L1",96,350,409,25,5,7
"LOC112530126|LOC112530126",3,5,4,39,10,8
"LOC107054877|LOC107054877",42,39,122,27,11,11
"SLC13A3|SLC13A3",7,27,21,1632,627,572
"TP53RK|TP53RK",75,329,249,1028,749,485
"SLC2A10|SLC2A10",99,401,339,11825,3259,3806
"EYA2|EYA2",0,21,14,1502,577,526
"LOC107054876|LOC107054876",0,0,0,30604,14359,13530
"ZMYND8|ZMYND8",608,1204,2162,671,320,352
"SULF2|SULF2",171,354,775,3350,1363,597
"ARFGEF2|ARFGEF2",1913,4023,7294,440,310,188
"CSE1L|CSE1L",360,1128,1720,17,24,21
"STAU1|STAU1",586,1676,2285,826,507,391
"LOC112529916|LOC112529916",1,8,8,895,340,343
"RPESL|RPESL",23,189,164,0,0,0
"CCNDBP1|CCNDBP1",455,1704,1744,5711,1903,1917
"LOC107054873|LOC107054873",0,0,0,725,362,311
"ZNFX1|ZNFX1",222,404,1158,221,88,45
"PPP1R3D|PPP1R3D",35,128,87,14,17,0
"FAM217B|FAM217B",456,1113,1158,976,400,251
"CDH4|CDH4",32,138,128,525,246,147
"LOC107054870|LOC107054870",0,0,0,72,28,16
"PSMA7|PSMA7",875,4004,3213,3276,1097,1178
"MTG2|MTG2",107,390,304,632,473,271
"HRH3|HRH3",7,9,38,3191,1075,1282
"OSBPL2|OSBPL2",716,2039,3111,180,101,59
"ADRM1|ADRM1",587,1966,2250,958,614,230
"LAMA5|LAMA5",243,433,934,0,0,0
"RPS21|RPS21",1136,7624,3577,30,18,9
"CABLES2|CABLES2",27,53,93,11682,7290,7241
"LOC107054867|LOC107054867",60,99,75,3,2,2
"GATA5|GATA5",67,248,68,201,69,95
"LOC112530111|LOC112530111",7,27,14,585,269,149
"SLCO4A1|SLCO4A1",1818,4646,5007,440,133,119
"NTSR1|NTSR1",573,506,1537,1229,553,345
"OGFR|OGFR",363,1361,1560,2538,1297,907
"MRGBP|MRGBP",26,31,52,508,348,158
"TCFL5|TCFL5",8,85,54,0,0,0
"COL9A3|COL9A3",9,47,70,2334,947,968
"MIR6681|MIR6681",10,4,31,28,31,12
"ERR2984226.20088|MIR6681",1,0,1,231807,74919,53234
"SLC17A9|SLC17A9",357,2148,2025,459,95,87
"MIR6567|MIR6567",0,0,0,922,567,598
"MIR6567",0,0,0,534,241,185
"GID8|GID8",226,493,854,38,15,9
"LOC771200|LOC771200",0,0,0,109,57,41
"LOC112530118|LOC112530118",0,0,0,3058,981,696
"MIR1746|MIR1746",0,0,0,2604,876,666
"MIR1746",0,0,0,637,186,203
"YTHDF1|YTHDF1",371,1213,1554,2956,902,1129
"BIRC7|BIRC7",0,15,8,1565,624,802
"NKAIN4|NKAIN4",14,29,31,124,44,25
"ARFGAP1|ARFGAP1",497,2501,3745,409,123,149
"DEPTOR|DEPTOR",0,15,13,433,126,173
"COL20A1|COL20A1",0,0,0,1123,406,509
"PXDNL|PXDNL",0,5,7,6625,2691,2750
"PPDPF|PPDPF",5734,36429,15461,10991,3859,3853
"LOC107054860|LOC107054860",0,0,0,658,269,135
"TCEA2|TCEA2",99,432,313,756,331,316
"RGS19|RGS19",47,126,185,91,84,58
"LOC100858256|LOC100858256",2,2,0,193,83,133
"PRPF6|PRPF6",760,2057,2815,870,403,466
"ZNF512B|ZNF512B",368,1230,1303,228,86,140
"LOC107054857|LOC107054857",10,12,55,3729,1260,1899
"UCKL1|UCKL1",197,706,803,32,45,32
"LOC107054855|LOC107054855",14,17,70,1324,682,608
"LOC107054856|LOC107054856",13,38,27,725,459,321
"TRNAE-CUC_7",0,0,0,1204,453,476
"DNAJC5|DNAJC5",21,14,83,1060,464,551
"TPD52L2|TPD52L2",500,1643,1789,1460,351,468
"LIME1|LIME1",3,56,81,148,64,50
"ZBTB46|ZBTB46",209,535,919,1712,851,559
"SLC2A4RG|SLC2A4RG",44,197,216,0,0,0
"ZGPAT|ZGPAT",151,588,705,1730,687,733
"ARFRP1|ARFRP1",124,457,607,596,317,286
"TNFRSF6B|TNFRSF6B",10,34,45,107,50,39
"RTEL1|RTEL1",37,117,127,286,185,234
"MIR1798|MIR1798",0,0,0,589,420,297
"MIR1798",0,0,0,97265,55961,59851
"STMN3|STMN3",0,0,0,48,27,15
"HELZ2|HELZ2",336,585,1542,436,175,115
"STK35|STK35",18,93,95,1699,674,444
"TPPNR1L|TPPNR1L",76,112,239,25204,7264,7722
"SIRPA|SIRPA",8,5,10,880,294,264
"LOC771545|LOC771545",53,133,303,289,168,141
"NSFL1C|NSFL1C",394,1333,1393,4286,2030,2240
"FKBP1C|FKBP1C",1210,5520,3987,187,80,254
"SNPH|SNPH",14,47,28,85,52,24
"TMEM74B|TMEM74B",0,0,0,1501,517,626
"PSMF1|PSMF1",675,2257,2251,254,66,113
"ANGPT4|ANGPT4",73,224,154,71,47,28
"LOC112530115|LOC112530115",10,17,3,20,7,9
"FAM110A|FAM110A",83,650,440,60,19,17
"SLC52A3|SLC52A3",91,537,406,57,20,7
"SRXN1|SRXN1",76,515,262,243,123,155
"CSNK2A1|CSNK2A1",440,1687,1958,321,268,323
"TBC1D20|TBC1D20",267,1134,1258,837,414,390
"ID1|ID1",27,73,88,0,0,0
"HM13|HM13",1158,7108,5416,24,41,13
"BCL2L1|BCL2L1",169,1327,959,906,451,400
"TPX2|TPX2",38,78,159,675,257,136
"FOXS1|FOXS1",6,12,4,905,275,305
"IRF9|IRF9",192,860,754,3031,1132,1768
"LOC771689|LOC771689",11,37,35,2,2,1
"TTLL9|TTLL9",44,199,246,1,1,1
"DUSP15|DUSP15",58,211,127,1146,561,672
"PDRG1|PDRG1",158,846,640,11241,3927,4691
"KIF3B|KIF3B",158,412,603,5884,2670,2588
"CCM2L|CCM2L",5,16,30,5315,2153,2297
"HCK|HCK",156,637,761,483,269,300
"LOC112530123|LOC112530123",8,22,6,714,424,393
"TM9SF4|TM9SF4",319,938,1435,408,118,150
"PLAGL2|PLAGL2",341,1075,1357,2,1,1
"ASXL1|ASXL1",118,373,458,465,195,195
"C20H20ORF112|C20H20ORF112",57,177,237,1128,537,479
"LOC107054851|LOC107054851",19,25,47,526,206,178
"COMMD7|COMMD7",184,835,781,231,138,152
"MAPRE1|MAPRE1",508,2053,2697,3542,1435,2405
"BPIFB3|BPIFB3",51,152,342,3222,1453,1708
"BPIFB2|BPIFB2",17,31,22,926,455,411
"CDK5RAP1|CDK5RAP1",156,697,659,1264,396,379
"KIAA1755|KIAA1755",0,29,54,1713,785,878
"LBP|LBP",824,1343,3084,1445,650,602
"TGM2|TGM2",224,632,1846,0,0,0
"VSTM2L|VSTM2L",0,5,7,1658,762,946
"RPRD1B|RPRD1B",500,1486,1946,1060,578,523
"TTI1|TTI1",114,331,348,1541,522,612
"CTNNBL1|CTNNBL1",185,589,782,313,138,113
"DNTTIP1|DNTTIP1",166,1071,591,579,148,176
"UBE2C|UBE2C",29,35,32,435,145,72
"SNX21|SNX21",121,560,476,2378,792,1075
"WFDC8|WFDC8",9292,56706,39235,621,175,202
"SPINT4|SPINT4",19,129,147,523,253,159
"LOC107054850|LOC107054850",67,524,438,0,0,0
"LOC771994|LOC771994",31,39,31,4,1,1
"CTSA|CTSA",1087,3223,3789,465,214,142
"NEURL2|NEURL2",0,0,0,7848,3225,3539
"ACOT8|ACOT8",470,2693,2114,91437,26441,23420
"ZSWIM1|ZSWIM1",17,76,44,996,310,283
"PCIF1|PCIF1",362,1254,1831,1341,411,566
"ZNF335|ZNF335",458,1864,2380,416,173,172
"NCOA5|NCOA5",160,385,521,922,316,459
"CD40|CD40",83,208,362,0,0,0
"ELMO2|ELMO2",488,1642,1744,0,0,0
"SLC35C2|SLC35C2",846,2919,2522,6576,2427,2863
"SNRPL|SNRPL",170,1244,677,5488,1546,1600
"DDX27|DDX27",352,1458,1690,28,78,44
"LOC101747896|LOC101747896",86,137,301,2089,1020,1358
"PRELID3B|PRELID3B",405,1327,1862,449,196,347
"ATP5E|ATP5E",1241,7435,3523,27383,12463,13064
"TUBB1|TUBB1",73,142,270,1,1,0
"CTSZ|CTSZ",2715,8691,8567,184,80,116
"NELFCD|NELFCD",200,593,822,1738,716,921
"GNAS|GNAS",472,1251,1684,1593,690,762
"MIR6564|MIR6564",0,0,0,10708,4126,3671
"MIR6564",0,0,0,2233,1628,1360
"NPEPL1|NPEPL1",513,1501,1809,6,3,0
"STX16|STX16",313,947,1358,835,337,359
"APCDD1L|APCDD1L",6,18,20,6863,2847,3325
"VAPB|VAPB",752,2217,2774,3,0,2
"PPP4R1L|PPP4R1L",215,413,755,17,9,17
"ANKRD60|ANKRD60",4,27,45,54,49,34
"C20H20ORF85|C20H20ORF85",15,50,106,7088,2220,2529
"PMEPA1|PMEPA1",45,189,122,1192,573,526
"LOC107054839|LOC107054839",17,7,4,19,20,17
"PCK1|PCK1",21,27,0,118,52,64
"LOC419322|LOC419322",7,15,14,728,293,363
"RBM38|RBM38",20,55,90,2323,1368,1291
"RAE1|RAE1",168,670,707,299,134,204
"LOC107054838|LOC107054838",0,0,0,62,44,32
"BMP7|BMP7",9,17,25,219,80,51
"RTFDC1|RTFDC1",489,1439,2144,32,20,10
"GCNT7|GCNT7",376,957,1639,564,327,236
"AURKA|AURKA",32,49,38,239,78,71
"CSTF1|CSTF1",284,926,1291,18,10,12
"FAM210B|FAM210B",269,943,1033,377,311,242
"DOK5|DOK5",3,14,22,304,142,155
"LOC107054836|LOC107054836",0,2,2,378,217,151
"PFDN4|PFDN4",101,362,388,0,0,0
"ZNF217L|ZNF217L",409,744,1694,445,372,81
"TSHZ2|TSHZ2",73,123,200,6290,2931,2613
"LOC107054831|LOC107054831",0,6,6,93,48,88
"MIR1619|MIR1619",0,0,0,2605,926,1406
"ZFP64|ZFP64",483,1591,1782,1,0,1
"SALL4|SALL4",136,293,308,1409,615,628
"ATP9A|ATP9A",171,519,947,729,368,380
"MOCS3|MOCS3",63,295,264,6,5,0
"DPM1|DPM1",302,1395,1148,687,191,192
"ADNP|ADNP",1015,2338,4401,1555,482,656
"LOC112530131|LOC112530131",3,4,2,3246,1086,1327
"TMEM189|TMEM189",147,671,766,238,149,103
"UBE2V1|UBE2V1",262,886,943,3038,1430,816
"FAM65C|FAM65C",164,383,590,115,101,69
"PTPN1|PTPN1",321,564,1236,1499,608,756
"LOC107054829|LOC107054829",7,21,15,881,371,367
"PARD6B|PARD6B",34,98,192,0,0,0
"CEBPB|CEBPB",1436,6301,4866,0,0,0
"SNAI1|SNAI1",17,27,72,6026,2692,3182
"RNF114|RNF114",593,1821,2662,1431,1151,1021
"SPATA2|SPATA2",99,241,479,7364,3062,3276
"B4GALT5|B4GALT5",284,1370,1782,2478,781,1139
"IGSF21|IGSF21",589,3181,1968,1503,807,1009
"KLHDC7A|KLHDC7A",285,737,766,148,60,87
"PADI1|PADI1",13,24,83,2399,1128,1374
"ARHGEF10L|ARHGEF10L",527,1720,1600,574,214,272
"RCC2|RCC2",1090,3898,3985,1012,336,365
"SLC45A1|SLC45A1",1085,3347,3660,458,254,164
"MRPS16|MRPS16",388,1274,1068,5807,3576,3346
"ERRFI1|ERRFI1",290,1266,1547,1710,1107,1038
"LOC107054906|LOC107054906",10,58,64,1594,643,1127
"LOC107054907|LOC107054907",32,78,125,1856,832,1012
"TNFRSF9|TNFRSF9",64,173,276,63361,29389,24167
"PER3|PER3",121,578,594,3004,1307,1369
"CAMTA1|CAMTA1",139,771,511,0,0,0
"DNAJC11|DNAJC11",472,1520,1823,425,139,160
"LOC107054908|LOC107054908",17,67,44,0,0,0
"PHF13|PHF13",81,97,222,0,0,0
"PLEKHG5|PLEKHG5",0,35,26,4640,1988,1697
"KLHL21|KLHL21",96,442,573,1048,305,252
"ZBTB48|ZBTB48",72,339,305,88,38,30
"TAS1R1|TAS1R1",11,49,62,466,192,151
"NOL9|NOL9",312,1386,1371,54,43,25
"TNFRSF25|TNFRSF25",14,116,217,68,38,45
"ACOT7|ACOT7",15,69,156,4,4,0
"ESPN|ESPN",556,2948,3091,1200,497,482
"ICMT|ICMT",150,801,820,5287,2717,4231
"RNF207|RNF207",12,71,50,1899,843,884
"CHD5|CHD5",174,479,870,2472,1278,1035
"KCNAB2|KCNAB2",33,81,246,602,215,247
"NPHP4|NPHP4",45,148,177,5,4,0
"RPL22|RPL22",1406,7246,5272,0,0,0
"DFFB|DFFB",112,369,459,49,8,32
"CEP104|CEP104",100,192,415,3889,1352,2018
"C21H1orf174|C21H1orf174",88,286,261,520,228,205
"LRRC47|LRRC47",350,1188,1245,442,166,134
"LOC107054918|LOC107054918",0,0,0,1095,423,584
"WRAP73|WRAP73",112,277,258,2341,982,1140
"TPRG1L|TPRG1L",641,2243,2483,302,187,117
"MEGF6|MEGF6",7,59,54,1347,414,728
"ARHGEF16|ARHGEF16",365,2146,2002,968,342,542
"TTC34|TTC34",0,0,0,656,280,185
"LOC419390|LOC419390",11,9,26,324,210,144
"KBP|KBP",19,110,117,3803,1571,1651
"PLCH2|PLCH2",154,319,519,28,6,27
"PEX10|PEX10",234,934,1012,12,9,15
"RER1|RER1",1052,3887,3619,186,28,76
"SKI|SKI",213,629,1135,16901,6532,4956
"PRKCZ|PRKCZ",303,942,1299,1263,526,366
"CFAP74|CFAP74",0,31,51,3048,1325,1266
"TMEM52|TMEM52",64,398,519,63,26,34
"LOC419404|LOC419404",526,1549,2415,509,307,252
"SLC35E2B|SLC35E2B",7,23,21,434,314,337
"GNB1|GNB1",1633,4378,6720,0,0,0
"NADK|NADK",2263,5864,9325,0,0,0
"CDK11A|CDK11A",1114,3740,4528,332,394,159
"MMP23B|MMP23B",29,129,149,13,11,0
"MIB2|MIB2",555,1615,2164,81,26,70
"LOC419409|LOC419409",52,95,202,3927,1468,1463
"FNDC10|FNDC10",97,270,284,292,203,242
"SSU72|SSU72",572,2448,2421,21,6,9
"TMEM240|TMEM240",6,21,21,36,13,18
"LOC107054924|LOC107054924",6,45,30,219,117,101
"ATAD3A|ATAD3A",274,1697,1105,12398,4520,5727
"VWA1|VWA1",70,111,342,231,115,113
"CCNL2|CCNL2",1167,3324,4772,534,255,207
"LOC771069|LOC771069",228,2005,1089,15318,5163,5312
"AURKAIP1|AURKAIP1",209,1142,822,4945,1748,1341
"MXRA8|MXRA8",46,115,79,3839,1316,1608
"DVL1|DVL1",468,1090,1528,0,0,0
"PUSL1|PUSL1",301,642,914,155,43,20
"CPTP|CPTP",100,233,298,1070,444,370
"INTS11|INTS11",248,657,1007,708,347,303
"ACAP3|ACAP3",39,60,220,537,185,241
"UBE2J2|UBE2J2",648,2402,3287,245,179,156
"B3GALT6|B3GALT6",119,358,456,622,251,223
"SDF4|SDF4",540,1401,2103,0,0,0
"LOC107054927|LOC107054927",3,0,4,930,236,491
"C21H1orf159|C21H1orf159",33,92,133,1081,664,415
"RNF223|RNF223",8,13,30,1607,519,513
"LOC419429|LOC419429",44,67,214,12100,4070,5869
"AGRN|AGRN",1083,2888,2955,2321,817,995
"LOC107054931|LOC107054931",8,66,26,4,3,1
"PLEKHN1|PLEKHN1",60,243,149,3,3,4
"KLHL17|KLHL17",39,82,117,4,4,0
"NOC2L|NOC2L",200,925,1110,283,114,43
"SAMD11|SAMD11",100,257,205,40,11,31
"RERE|RERE",1156,3475,3857,7,4,0
"CA6|CA6",78,171,205,36,23,13
