gene_id,CN_2w_2,CN_2w_1,CN_4w_1,HT_2w_2,HT_2w_1,HT_4w_1
MIR199A2,0,0,0,0,0,0
MIR214|MIR214,0,0,0,0,0,0
MIR214,0,0,0,0,0,0
VAMP4|VAMP4,285,1189,1085,2066,1499,1027
ITPA|ITPA,78,747,289,575,366,202
PRRC2C|PRRC2C,1260,3250,5731,5633,4987,4829
PRRX1|PRRX1,0,0,4,9,7,3
SELE|SELE,10,18,42,47,43,19
METTL11B|METTL11B,20,65,50,125,157,53
LOC107053930|LOC107053930,0,0,0,0,0,0
MIR1721|MIR1721,0,0,0,0,0,0
MIR1721,0,0,0,0,0,0
LOC107053934|LOC107053934,0,3,0,8,0,0
GORAB|GORAB,205,607,823,1157,1095,710
KIFAP3|KIFAP3,86,252,359,435,297,253
LOC107053933|LOC107053933,13,20,37,22,37,29
LOC112532907|LOC112532907,0,3,0,4,8,7
C8H1ORF112|C8H1ORF112,34,106,187,283,186,144
METTL18|METTL18,26,160,132,209,182,84
LOC424401|LOC424401,104,512,369,765,470,426
SCYL3|SCYL3,250,823,1183,1667,1308,1040
FMO3|FMO3,9304,26401,23337,52889,26137,33882
RXRG|RXRG,680,1862,2346,4060,3605,4611
NUF2|NUF2,25,36,50,88,81,60
PBX1|PBX1,476,2310,2727,3847,2861,2748
MIR6665,0,1,1,1,1,0
MIR1633|MIR1633,0,0,0,0,0,0
MIR1633,0,0,0,0,0,0
MIR6665|MIR6665,1,2,3,2,2,0
UCK2|UCK2,79,262,218,221,230,154
TMCO1|TMCO1,487,2189,1472,3378,2171,1389
KLHL20|KLHL20,328,1025,1376,1737,1351,1218
CENPL|CENPL,8,19,9,29,48,11
DARS2|DARS2,208,541,699,903,769,702
RGS8|RGS8,314,611,201,466,1497,926
RNASEL|RNASEL,189,462,439,1121,888,687
MGST3|MGST3,982,4563,2958,5792,4201,2590
ALDH9A1|ALDH9A1,11226,33771,31914,54322,33102,31612
IER5|IER5,120,449,413,313,363,240
LOC107053936|LOC107053936,0,26,16,16,17,0
ZNF648|ZNF648,53,351,361,412,430,208
LOC101747379|LOC101747379,14,72,66,136,101,71
CACNA1E|CACNA1E,3,0,0,0,3,0
KIAA1614|KIAA1614,0,7,17,17,0,15
LOC107053937|LOC107053937,0,0,0,0,0,0
STX6|STX6,230,811,841,1403,1020,723
LOC112532926|LOC112532926,12,0,13,13,8,13
RGSL1|RGSL1,26,52,63,88,111,71
GLUL|GLUL,7273,42034,15039,39146,13635,11434
QSOX1|QSOX1,114,349,534,466,391,240
XPR1|XPR1,1150,3874,4023,7858,4792,4286
LHX4-AS1|LHX4-AS1,94,456,338,712,527,384
LOC107053939|LOC107053939,0,0,0,7,0,0
LOC107053938|LOC107053938,0,5,19,4,0,5
CEP350|CEP350,392,854,2021,1660,1418,1450
LOC107053940|LOC107053940,2,0,10,7,7,0
LOC107053942|LOC107053942,0,0,0,0,0,0
SOAT1|SOAT1,174,247,1073,804,456,695
AXDND1|AXDND1,66,398,455,851,458,309
TOR1AIP1|TOR1AIP1,1066,3387,4741,6187,4224,4717
TOR1AIP2|TOR1AIP2,516,1365,2087,2985,2753,1977
ADAMTSL2L|ADAMTSL2L,30,80,157,156,209,201
LOC107053941|LOC107053941,0,0,1,0,0,0
LOC112532908|LOC112532908,8,12,7,8,17,0
FAM20B|FAM20B,351,1174,1458,2593,1787,1674
ABL2|ABL2,873,3557,4547,7154,6512,3642
LOC112532909|LOC112532909,11,24,65,145,98,35
TOR3A|TOR3A,3909,14994,17066,30107,24094,14535
RALGPS2|RALGPS2,713,1883,2585,4315,2502,2400
ANGPTL1|ANGPTL1,0,0,0,0,0,0
RASAL2|RASAL2,161,360,907,934,771,857
BRINP2|BRINP2,3,0,0,0,0,0
LOC101751179|LOC101751179,10,8,4,9,4,5
ASTN1|ASTN1,20,52,25,18,17,35
LOC101750881|LOC101750881,0,0,0,8,4,0
SEC16B|SEC16B,1348,6605,4382,11225,11939,4305
LOC424430|LOC424430,190,957,561,1896,1366,877
TNN|TNN,0,0,11,12,25,10
KIAA0040|KIAA0040,302,1570,1151,1853,1928,1595
RFWD2|RFWD2,277,997,1070,2271,1260,1160
LOC112532958|LOC112532958,0,2,3,3,0,1
MRPS14|MRPS14,332,2060,1238,2601,1743,1153
CACYBP|CACYBP,549,2232,2319,3976,2593,1920
RABGAP1L|RABGAP1L,643,1209,2686,2508,2256,2660
GPR52|GPR52,12,9,24,13,20,10
RC3H1|RC3H1,768,1799,2844,3380,2984,2755
NCF2|NCF2,27,130,145,184,142,66
SMG7|SMG7,316,1044,1681,1778,1678,1378
NPL|NPL,264,414,1675,1550,630,680
MIR1618|MIR1618,0,2,1,2,2,2
MIR1618,0,1,1,1,1,1
LAMC1|LAMC1,680,2200,3050,4681,3955,2998
MIR1655|MIR1655,0,3,0,3,0,0
MIR1655,0,1,0,1,0,0
ZBTB37|ZBTB37,399,975,1789,1826,1670,1540
LOC112532963|LOC112532963,0,4,3,2,3,2
SERPINC1|SERPINC1,13347,46902,32174,89986,57811,50714
LOC107053944|LOC107053944,545,1507,1140,3522,2732,1756
LOC112532955|LOC112532955,1,5,6,7,7,10
LOC112532945|LOC112532945,7,24,21,29,22,12
LOC112532956|LOC112532956,3,10,16,8,14,7
LOC112532957|LOC112532957,6,18,3,15,8,5
LOC112532960|LOC112532960,2,5,7,9,7,3
LOC112532947|LOC112532947,6,18,22,28,15,20
HEBP2|HEBP2,73,580,418,706,568,259
LOC112532954|LOC112532954,1,3,2,5,3,1
LOC112532946|LOC112532946,1,1,1,1,1,1
ARPC5|ARPC5,1079,4544,5333,7352,4982,3544
RGL1|RGL1,248,382,971,858,566,480
COLGALT2|COLGALT2,112,132,491,493,209,126
LOC107053945|LOC107053945,3,17,21,11,33,15
TSEN15|TSEN15,23,132,115,160,139,99
C8H1ORF21|C8H1ORF21,74,277,290,542,432,349
RNF2|RNF2,28,129,146,166,173,139
FAM129A|FAM129A,60,104,403,246,176,116
LOC101751158|LOC101751158,0,0,0,0,0,0
EDEM3|EDEM3,826,2694,4076,3907,4521,2996
LOC768392|LOC768392,4,0,0,0,0,0
BRINP3|BRINP3,0,0,0,0,0,0
PLA2G4A|PLA2G4A,111,93,712,443,192,164
PTGS2|PTGS2,195,251,1455,1177,441,453
HMCN1|HMCN1,24,42,111,101,76,65
PDC|PDC,0,0,6,8,0,0
C8H1orf27|C8H1orf27,285,819,931,1621,1004,871
TPR|TPR,879,1540,3852,3724,2979,2616
PRG4|PRG4,0,18,19,28,22,22
LOC112532878|LOC112532878,2,0,0,0,0,1
IVNS1ABP|IVNS1ABP,644,1847,2799,3613,2875,2123
SWT1|SWT1,179,370,595,985,638,494
TRMT1L|TRMT1L,339,775,1250,1612,1189,1218
RNPC3|RNPC3,160,429,780,1161,785,609
AMY1AP|AMY1AP,151,675,594,1089,676,537
AMY1A|AMY1A,5182,12678,14471,30674,18660,16523
COL11A1|COL11A1,7,1,2,4,7,4
MIR6561|MIR6561,0,0,0,3,0,0
MIR6561,0,0,0,1,0,0
LOC107053980|LOC107053980,8,5,4,14,15,10
LOC112532932|LOC112532932,0,0,0,0,0,0
OLFM3|OLFM3,25,68,109,149,89,68
CDC14A|CDC14A,57,73,184,246,133,200
VCAM1|VCAM1,252,436,1490,1584,676,549
MIR1610|MIR1610,0,5,5,4,6,0
MIR1610,0,1,1,0,1,0
EXTL2|EXTL2,239,566,598,1570,1068,738
S1PR1|S1PR1,302,1285,1531,2338,1494,1218
DPH5|DPH5,298,1435,1246,2039,1542,898
SLC30A7|SLC30A7,1065,3223,4595,6712,4732,3386
LRRC39|LRRC39,154,358,347,944,696,694
SASS6|SASS6,222,631,934,1743,1476,1204
RTCA|RTCA,288,781,973,1521,947,827
DBT|DBT,830,3090,3408,6417,3562,3112
TRMT13|TRMT13,270,637,892,1437,1205,1099
LOC424473|LOC424473,0,0,4,20,21,0
SLC35A3|SLC35A3,771,1867,2319,5466,3060,2879
MFSD14A|MFSD14A,335,950,1127,2362,1681,1329
AGL|AGL,2032,4390,6468,10824,6465,5514
LOC101750449|LOC101750449,0,4,0,8,0,0
FRRS1|FRRS1,676,1923,2321,4389,2732,2142
PALMD|PALMD,2176,4645,6204,11306,7387,7895
LOC107053968|LOC107053968,29,29,56,109,76,92
PLPPR4|PLPPR4,0,0,12,12,12,0
PLPPR5|PLPPR5,545,2237,2012,4903,2925,1228
LOC101750415|LOC101750415,0,44,63,115,67,14
SNX7|SNX7,119,367,538,655,539,338
PTBP2|PTBP2,187,398,671,831,634,570
LOC112532896|LOC112532896,8,5,24,15,16,13
RWDD3|RWDD3,128,487,464,856,425,482
DPYD|DPYD,1168,2715,3494,7425,4071,4213
HCCS|HCCS,439,1289,1703,2546,1612,1408
ALG14|ALG14,45,265,235,454,301,210
TMEM56|TMEM56,387,959,1002,2537,1706,1109
CNN3|CNN3,991,2255,3332,5244,3496,2902
SLC44A3|SLC44A3,555,3135,3412,5199,3069,2426
F3|F3,16,28,58,83,73,27
LOC107053966|LOC107053966,14,49,28,60,43,34
ARHGAP29|ARHGAP29,298,811,1411,2014,1209,1238
ABCD3|ABCD3,3917,8483,14495,17532,14130,10816
ABCA4|ABCA4,0,11,11,0,10,18
TECR|TECR,75,310,237,662,351,326
LOC107053962|LOC107053962,8,21,40,54,40,62
DNTTIP2|DNTTIP2,597,1924,2464,3421,2546,1852
LOC107053963|LOC107053963,19,97,96,125,100,106
GCLM|GCLM,870,2528,3408,5119,3451,2872
RDH8|RDH8,0,0,17,14,8,0
DR1|DR1,235,622,817,1302,936,769
BCAR3|BCAR3,396,1106,1607,2392,1332,1317
TRNAR-UCU,0,0,0,0,0,0
LOC107053964|LOC107053964,10,12,33,38,18,20
FNBP1L|FNBP1L,528,1218,1930,2745,2085,2058
MTF2|MTF2,457,978,1950,3631,2027,1550
FAM69A|FAM69A,92,245,308,636,398,328
CCDC18|CCDC18,63,206,307,498,343,327
TMED5|TMED5,3436,10233,12255,22332,14100,12061
LOC112532879|LOC112532879,0,8,13,15,16,17
RPL5|RPL5,7248,28134,22740,59099,33541,23166
LOC112532944|LOC112532944,5,14,9,11,14,10
GFI1|GFI1,15,45,107,119,64,102
EVI5|EVI5,694,1783,2444,5193,3130,3190
EPHX4|EPHX4,3,8,14,19,9,6
LOC112532895|LOC112532895,0,0,0,0,0,0
BRDT|BRDT,0,0,0,0,0,0
CDC7|CDC7,0,44,26,27,23,19
LOC112532897|LOC112532897,0,0,0,0,0,0
GLMN|GLMN,84,183,272,440,275,242
C8H1ORF146|C8H1ORF146,0,0,2,0,2,0
LOC112532936|LOC112532936,0,0,0,0,0,0
RPAP2|RPAP2,131,481,519,658,603,454
KIAA1107|KIAA1107,5,0,25,48,25,7
TGFBR3|TGFBR3,97,39,378,190,105,84
ZNF644|ZNF644,258,614,1051,1517,933,825
ZNF326|ZNF326,407,1581,1648,2565,1740,1260
LRRC8C|LRRC8C,115,54,396,165,145,106
LRRC8D|LRRC8D,1151,3198,3759,7053,4474,5140
LOC112532920|LOC112532920,0,0,4,0,0,4
GTF2B|GTF2B,320,914,1212,1879,1407,1015
LOC107056693|LOC107056693,417,1208,1550,3066,2264,1281
KYAT3|KYAT3,320,817,1116,2314,1407,1384
PKN2|PKN2,542,948,2322,2402,1662,1555
LOC101750929|LOC101750929,88,150,177,188,55,90
HS2ST1|HS2ST1,138,383,706,773,756,493
LOC101750715|LOC101750715,18,72,147,155,109,77
LOC107053982|LOC107053982,0,0,0,0,0,0
LMO4|LMO4,233,907,962,1384,860,696
SELENOF|SELENOF,974,2981,3688,6879,3953,3068
CLCA1|CLCA1,0,0,0,16,4,0
CLCA2|CLCA2,0,4,30,17,12,19
SH3GLB1|SH3GLB1,331,1201,1588,2059,1478,1250
ODF2L|ODF2L,0,14,42,34,19,11
LOC112532880|LOC112532880,0,7,10,18,4,3
ZNHIT6|ZNHIT6,52,283,305,394,254,234
CYR61|CYR61,30,281,167,147,189,75
COL24A1|COL24A1,40,107,174,141,139,106
DDAH1|DDAH1,74,130,278,148,195,86
BCL10|BCL10,152,434,684,1041,619,695
C8H1orf52|C8H1orf52,70,245,228,440,284,195
SYDE2|SYDE2,466,1454,1545,2297,2245,2076
MCOLN3|MCOLN3,48,81,176,239,216,198
WDR63|WDR63,0,9,4,25,9,13
LPAR3|LPAR3,97,109,429,382,304,328
SSX2IP|SSX2IP,157,489,591,1173,910,699
MIR1589|MIR1589,0,0,0,0,0,1
MIR1589,0,0,0,0,0,0
MCOLN2|MCOLN2,3556,6888,10064,22356,15667,13884
RPF1|RPF1,335,981,1409,2414,1245,1061
SAMD13|SAMD13,30,108,109,166,145,76
LOC101747367|LOC101747367,4,0,24,0,2,15
DNASE2B|DNASE2B,527,720,2802,3699,1187,1170
LOC107053989|LOC107053989,0,0,0,0,0,0
PRKACB|PRKACB,597,1836,2913,5849,4540,2154
TTLL7|TTLL7,31,77,129,439,417,140
LOC101747601|LOC101747601,0,0,0,0,0,0
ADGRL2|ADGRL2,471,961,1558,1976,1324,1394
PTPRJ_1|PTPRJ,0,0,5,0,0,0
SPATA1|SPATA1,554,1463,3229,4218,2773,2833
VTG2|VTG2,959003,2347111,3301656,6089327,4315742,3812608
LOC107053986|LOC107053986,4973,21763,15639,47667,32453,18306
LOC771247|LOC771247,235,447,1448,2050,651,1044
LOC101751862|LOC101751862,82,133,531,750,192,334
LOC112532940|LOC112532940,478,1525,3908,6224,1514,4189
LOC107053987|LOC107053987,42373,176063,121700,343147,223677,155479
VTG3|VTG3,92862,304605,421749,768411,449463,392417
CTBS|CTBS,903,3068,4372,6653,4106,4568
GNG5|GNG5,1202,5744,5108,8605,4648,3582
PTGFR|PTGFR,11,11,40,54,26,9
GIPC2|GIPC2,239,879,1010,1366,1014,856
PIGK|PIGK,540,1718,2244,5270,2949,2013
ST6GALNAC5|ST6GALNAC5,7,8,20,17,7,12
LOC112532894|LOC112532894,6,28,40,25,47,21
ST6GALNAC3|ST6GALNAC3,0,0,7,8,16,8
CFAP57|CFAP57,0,0,8,0,0,3
LOC107054065|LOC107054065,0,4,5,0,0,0
EBNA1BP2|EBNA1BP2,245,1470,1119,1730,1300,657
DNAJB4|DNAJB4,388,712,1230,1654,1514,1168
FUBP1|FUBP1,897,2526,3648,4795,3272,2796
NEXN|NEXN,20,20,26,42,39,17
MIGA1|MIGA1,72,178,278,421,291,285
USP33|USP33,580,1289,2232,2936,1782,1814
ZZZ3|ZZZ3,258,763,1188,1609,976,785
LOC112532914|LOC112532914,4,0,10,3,0,6
C1orf210|C1orf210,360,1737,1090,3182,2295,1805
MPL|MPL,11,15,48,49,43,28
LOC112532935|LOC112532935,0,0,2,1,4,4
TIE1|TIE1,96,190,574,463,293,166
ELOVL1|ELOVL1,1069,4177,3562,4218,3191,2099
CDC20|CDC20,22,34,62,83,112,67
LOC107054063|LOC107054063,0,0,0,0,0,0
LOC112532891|LOC112532891,0,5,4,5,12,0
LOC107054064|LOC107054064,0,0,6,0,0,0
HYI|HYI,117,534,293,897,614,388
MIR1665,0,0,0,1,0,0
MED8|MED8,66,334,355,594,382,362
SZT2|SZT2,306,843,1183,1353,1559,1121
MIR1665|MIR1665,1,1,1,1,1,1
DPH2|DPH2,32,213,100,200,167,133
ARTN|ARTN,4,5,0,0,6,0
IPO13|IPO13,98,322,316,523,628,540
ATP6V0B|ATP6V0B,267,1335,1073,1983,1408,832
B4GALT2|B4GALT2,93,545,580,862,704,442
SLC6A9|SLC6A9,10,26,76,46,28,10
KLF-4|KLF-4,32,102,227,113,161,68
DMAP1|DMAP1,102,378,520,606,523,380
ERI3|ERI3,139,305,437,585,502,365
TMEM53|TMEM53,137,769,582,993,1148,536
LOC112532952|LOC112532952,8,2,5,2,3,1
RNF220|RNF220,70,390,402,462,395,349
LOC107054059|LOC107054059,0,0,0,0,4,0
LOC112532943|LOC112532943,1,0,1,1,1,0
LOC112532962|LOC112532962,8,2,5,3,3,1
C1orf228|C1orf228,13,65,42,82,81,76
KIF2C|KIF2C,37,69,39,91,77,51
LOC107054058|LOC107054058,23,57,55,117,96,57
LOC112532941|LOC112532941,1,0,0,1,0,0
LOC112532942|LOC112532942,3,0,1,1,2,0
LOC112532964|LOC112532964,8,2,5,3,3,1
LOC112532965|LOC112532965,8,2,5,4,3,1
PTPRF|PTPRF,685,1453,2176,3620,3267,3510
ST3GAL3|ST3GAL3,378,2724,2476,5623,3625,3074
LOC107054062|LOC107054062,20,10,136,33,35,20
KDM4A|KDM4A,379,822,1684,2216,1753,1507
LOC107054061|LOC107054061,7,18,48,104,32,31
LOC112532898|LOC112532898,2,8,12,23,23,13
LOC101748543|LOC101748543,0,25,56,51,19,12
LOC112532959|LOC112532959,0,0,0,6,2,0
LOC107054057|LOC107054057,0,0,0,0,0,0
BEST4|BEST4,3,8,0,0,0,0
PLK3|PLK3,19,78,112,87,98,82
TCTEX1D4|TCTEX1D4,0,0,4,0,0,4
BTBD19|BTBD19,0,10,5,23,5,9
PTCH2|PTCH2,0,14,64,57,45,31
EIF2B3|EIF2B3,96,406,509,578,522,299
LOC112532949|LOC112532949,0,1,1,2,2,1
RPS8|RPS8,6487,32660,21726,60071,32363,22383
LOC112532948|LOC112532948,7,23,23,27,23,15
LOC112532950|LOC112532950,4,17,12,15,11,10
HECTD3L|HECTD3L,487,2103,1597,2715,2617,1538
HECTD3|HECTD3,255,712,911,1352,1071,909
UROD|UROD,270,1320,767,1898,1252,1008
ZSWIM5|ZSWIM5,225,952,871,1496,1401,912
HPDL|HPDL,21,80,33,98,79,63
LOC107054055|LOC107054055,0,16,15,15,32,4
LOC771811|LOC771811,9,58,57,93,85,51
MMACHC|MMACHC,177,710,662,783,615,435
SELENOP2|SELENOP2,5349,33532,17490,46338,33984,19063
MUTYH|MUTYH,55,418,250,427,230,121
TOE1|TOE1,184,799,536,654,857,364
TESK2|TESK2,186,181,1044,1702,454,903
PRDX1|PRDX1,4015,14420,13481,24974,14536,12936
CCDC17|CCDC17,10,18,22,28,23,0
LOC112532877|LOC112532877,0,0,4,0,0,0
NASP|NASP,131,822,671,815,816,422
AKR1A1|AKR1A1,1265,4105,3978,6695,4467,3509
LOC107054008|LOC107054008,0,0,11,7,7,6
IPP|IPP,133,413,395,707,556,460
GPBP1L1|GPBP1L1,1506,3929,5400,9233,6883,5718
TSPAN1|TSPAN1,127,472,753,2149,1074,973
PIK3R3|PIK3R3,107,383,496,538,449,291
ADGRL4|ADGRL4,197,169,705,899,464,187
VTG1|VTG1,454522,1199071,1877130,3044752,1728880,1596384
LOC107053992|LOC107053992,9,194,75,131,165,85
LURAP1|LURAP1,41,260,231,408,284,237
MAST2|MAST2,823,1849,3048,3512,3010,3358
POMGNT1|POMGNT1,223,712,845,1465,1200,969
LOC771917|LOC771917,0,4,0,0,2,7
RBP|RBP,30767,137190,120837,379854,183402,135076
NSUN4|NSUN4,106,517,439,704,581,420
LRRC41|LRRC41,52,174,264,422,251,249
RAD54L|RAD54L,28,159,143,175,147,124
UQCRH|UQCRH,1759,9003,5478,10497,6425,5004
VDHAP|VDHAP,25,58,62,89,57,59
LOC107054052|LOC107054052,0,0,0,0,0,0
DMBX1|DMBX1,0,0,0,0,0,0
FAAH|FAAH,1184,4681,3221,8855,6124,5397
MKNK1|MKNK1,52,151,171,156,119,87
MOB3C|MOB3C,68,106,405,245,149,113
ATPAF1|ATPAF1,174,418,449,901,557,498
EFCAB14|EFCAB14,70,163,414,361,310,272
CYP4A22|CYP4A22,872,3841,3183,7254,4057,4042
LOC107054050|LOC107054050,0,0,4,4,0,0
CYP4B7|CYP4B7,1221,4183,4079,11477,10970,5951
LOC107054049|LOC107054049,51,108,204,251,157,95
PDZK1IP1|PDZK1IP1,12,42,60,132,92,15
LOC424620|LOC424620,1,0,4,2,0,5
TAL1|TAL1,36,143,282,281,161,115
STIL|STIL,0,30,46,27,21,54
CMPK1|CMPK1,711,2710,3193,4674,3801,2160
LOC107054046|LOC107054046,0,0,0,0,0,0
LOC107054045|LOC107054045,0,0,0,0,0,0
SPATA6|SPATA6,64,115,188,398,335,267
SLC5A9|SLC5A9,9,15,54,63,19,20
TRABD2B|TRABD2B,13,7,3,26,17,0
LOC107054048|LOC107054048,0,0,0,0,0,0
LOC112532899|LOC112532899,0,0,0,0,0,0
LOC107054047|LOC107054047,7,10,8,8,0,0
LOC112532915|LOC112532915,0,0,40,57,64,17
CDKN2C|CDKN2C,8,53,66,106,60,54
LOC112532901|LOC112532901,12,42,20,34,23,14
FAF1|FAF1,418,1351,2093,2907,1472,1478
RNF11|RNF11,312,1093,1086,1981,1420,1176
AGBL4|AGBL4,132,503,641,872,678,531
MIR1809|MIR1809,0,0,0,0,0,0
MIR1809,0,0,0,0,0,0
LOC107054043|LOC107054043,0,0,0,0,0,0
LOC112532900|LOC112532900,0,0,0,0,0,0
TTC39A|TTC39A,8,30,65,98,45,35
LOC107054039|LOC107054039,0,0,0,0,0,0
EPS15|EPS15,428,949,1763,2231,1582,1266
RAB3B|RAB3B,8,30,32,53,39,35
OSBPL9|OSBPL9,304,791,1425,2038,946,933
MIR1562|MIR1562,0,3,4,1,2,3
MIR1562,0,1,1,1,0,1
NRDC|NRDC,1166,4028,5244,6028,4710,3480
ORC1|ORC1,18,30,50,62,29,22
GPX7|GPX7,10,29,19,57,13,18
FAM159A|FAM159A,0,0,0,0,0,0
ZFYVE9|ZFYVE9,397,1154,1877,2305,1949,1609
TXNDC12|TXNDC12,956,3207,3291,5947,4062,3318
KTI12|KTI12,72,192,185,299,277,200
BTF3L4|BTF3L4,1208,4117,4435,5784,4284,3122
CC2D1B|CC2D1B,437,1155,1878,2263,1697,1395
ZCCHC11|ZCCHC11,939,1629,3329,3976,2585,3218
PRPF38A|PRPF38A,117,470,403,637,517,359
ZYG11B|ZYG11B,755,1561,2193,3533,2251,2425
MIR6549|MIR6549,0,0,3,2,0,0
MIR6549,0,0,1,0,0,0
COA7|COA7,191,658,566,911,671,572
LOC772243|LOC772243,43,151,162,151,171,120
LOC107054036|LOC107054036,84,191,471,391,299,307
MAGOH|MAGOH,284,1168,879,1475,1047,774
LOC107054038|LOC107054038,0,0,2,0,0,3
CPT2|CPT2,949,2725,3279,5064,3062,2732
C8H1orf123|C8H1orf123,275,1264,915,1866,1124,880
MIR1675|MIR1675,1,1,1,2,3,1
ERR2984226.13075|MIR1675,1,1,1,1,1,0
GLIS1|GLIS1,4,7,15,46,35,17
PODN|PODN,282,1204,1125,1477,1393,1079
MIR6623|MIR6623,0,0,0,0,0,0
MIR6623,0,0,0,0,0,0
ECHDC2|ECHDC2,266,996,913,1973,1202,875
LOC107054037|LOC107054037,11,23,38,66,41,68
SCP2|SCP2,10819,33961,30125,61669,33614,28612
SLC1A7|SLC1A7,4,15,29,44,21,13
NDC1|NDC1,204,866,977,1188,787,637
YIPF1|YIPF1,537,1935,1381,2731,2152,1619
LDLRAD1|LDLRAD1,36,136,143,232,108,110
DIO1|DIO1,975,3836,3931,7171,4154,3283
HSPB11|HSPB11,19,31,25,66,65,39
LRRC42|LRRC42,41,135,161,211,197,160
TMEM59|TMEM59,2208,6918,7807,16166,9646,7853
TCEANC2|TCEANC2,40,145,123,199,173,90
CDCP2|CDCP2,79,232,309,755,516,226
LOC112529965|LOC112529965,97,359,390,310,245,390
MRPL37|MRPL37,241,815,628,1839,1070,909
SSBP3|SSBP3,359,1540,1387,2286,1944,1563
ACOT11|ACOT11,382,1200,1162,2126,1597,1649
PARS2|PARS2,34,382,167,341,271,121
TTC4|TTC4,255,975,1022,1583,1342,852
LOC107054034|LOC107054034,170,967,310,1544,657,449
PCSK9|PCSK9,57,157,169,183,124,134
LEXM|LEXM,29,323,62,194,186,108
DHCR24|DHCR24,4171,14847,12974,26753,12361,8200
USP24|USP24,867,1926,3707,3442,2878,2632
LOC107054032|LOC107054032,0,0,8,22,14,15
LOC107054033|LOC107054033,22,14,38,35,57,63
PLPP3|PLPP3,1348,3264,2844,7890,5667,4046
PRKAA2|PRKAA2,9,66,107,97,102,93
C8H1orf168|C8H1orf168,241,1051,1152,2847,2153,1726
C8A|C8A,3884,15277,20106,35827,20493,17419
TACSTD2|TACSTD2,5,8,23,12,16,17
C8B|C8B,5548,18942,27365,38791,24455,20053
OMA1|OMA1,153,405,564,865,554,506
DAB1|DAB1,28,87,118,277,173,146
MYSM1|MYSM1,320,912,1401,1632,1215,997
FGGY|FGGY,444,1376,1645,3270,2868,2207
LOC101747588|LOC101747588,0,0,9,0,0,0
LOC107054030|LOC107054030,0,0,0,0,0,0
LOC100859636|LOC100859636,1436,820,1572,2758,3272,6020
JUN|JUN,420,4233,1584,2360,2074,2670
LOC112532903|LOC112532903,2,0,0,0,4,0
LOC112532904|LOC112532904,98,163,152,267,353,366
HOOK1|HOOK1,808,900,1889,2196,2205,2358
LOC107054023|LOC107054023,5,18,2,17,4,13
LOC107054027|LOC107054027,6,0,5,0,0,0
LOC107054029|LOC107054029,0,0,2,0,0,0
LOC107054028|LOC107054028,0,0,0,0,0,0
CYP2J22|CYP2J22,447,1209,1190,2244,2029,1734
CYP2J19|CYP2J19,0,0,0,0,0,0
CYP2J24P|CYP2J24P,3,6,13,20,18,0
CYP2J23|CYP2J23,237,670,689,1432,1207,928
CYP2J21|CYP2J21,2372,6795,4761,13953,11120,10380
LOC112532934|LOC112532934,0,10,6,9,6,0
TM2D1|TM2D1,149,409,575,810,571,515
LOC107054024|LOC107054024,0,6,11,7,4,16
LOC112532924|LOC112532924,304,244,1263,259,338,201
NFIA|NFIA,426,989,1400,1289,1071,1339
LOC112532933|LOC112532933,0,4,18,11,0,14
PATJ|PATJ,394,1094,1141,1782,1447,1306
KANK4|KANK4,367,2103,1971,3704,2594,1823
LOC107054022|LOC107054022,2,0,0,0,0,0
USP1|USP1,188,790,845,1317,978,775
ATG4C|ATG4C,97,361,286,804,412,325
LOC107054021|LOC107054021,13,26,62,72,46,45
ALG6|ALG6,200,583,629,1057,731,480
DOCK7|DOCK7,490,1560,2082,2185,1712,1345
ANGPTL3|ANGPTL3,6196,17249,22579,31103,21867,22780
CACHD1|CACHD1,23,39,98,132,71,51
RAVER2|RAVER2,75,251,324,363,287,321
ROR1|ROR1,56,136,137,188,206,180
EFCAB7|EFCAB7,9,42,46,80,38,47
LOC112532961|LOC112532961,0,2,0,0,0,0
ITGB3BP|ITGB3BP,16,34,116,105,46,46
PGM1|PGM1,3607,8942,8819,13609,14226,11957
LOC107054016|LOC107054016,10,58,35,83,48,31
LEPR|LEPR,38,123,124,144,135,86
TCTEX1D1|TCTEX1D1,0,4,11,5,9,0
DNAJC6|DNAJC6,134,89,81,967,801,841
LOC107054017|LOC107054017,4,0,0,7,6,12
LEPROT|LEPROT,838,2120,2748,4261,3301,2374
SGIP1|SGIP1,6,50,68,352,327,52
PDE4B|PDE4B,112,387,584,1040,873,594
MIR101-2|MIR101-2,0,2,2,3,1,0
MIR101-2,0,1,1,1,0,0
LOC101749837|LOC101749837,13,21,21,49,21,15
JAK1|JAK1,2286,3619,9841,7007,8674,8307
AK4|AK4,3139,11812,8125,19580,13650,11472
MIER1|MIER1,299,942,1045,1855,1385,1097
SLC35D1|SLC35D1,349,1424,1187,2258,2004,1421
GADD45A|GADD45A,12,57,35,82,89,31
WLS|WLS,29,146,162,336,250,112
GNG12|GNG12,194,908,853,1670,1219,794
DEPDC1|DEPDC1,12,17,15,28,40,34
RPE65|RPE65,13,26,52,39,37,53
MCCC2L|MCCC2L,185,582,514,1179,731,627
IL12RB2|IL12RB2,56,174,244,314,222,204
SERBP1|SERBP1,2942,11130,9934,16110,11555,9231
LRRC7|LRRC7,21,89,101,68,94,27
LRRC40|LRRC40,229,798,837,1267,791,620
SRSF11|SRSF11,965,3023,4305,5314,4601,3376
