gene_id,CN_2w_2,CN_2w_1,CN_4w_1,HT_2w_2,HT_2w_1,HT_4w_1
NR1H4|NR1H4,490,1264,1531,2880,1715,1754
GAS2L3|GAS2L3,149,247,227,355,205,79
ANO4|ANO4,9,9,14,19,10,9
SLC5A8|SLC5A8,7,0,0,0,0,4
UTP20|UTP20,268,974,1572,1157,1106,641
ARL1|ARL1,927,3311,3280,5966,4544,2604
NUP205|NUP205,406,964,1625,2059,1402,1451
C7orf49|C7orf49,18,107,66,100,52,41
WDR91|WDR91,164,461,650,942,608,607
CNOT4|CNOT4,161,189,567,822,649,548
LOC107053816|LOC107053816,0,6,4,6,4,0
LOC417937|LOC417937,4,7,26,18,43,30
LOC107053813|LOC107053813,4,0,5,0,0,0
TMEM140|TMEM140,158,288,539,823,479,278
ARHGDIB|ARHGDIB,246,506,968,1282,699,433
OC3|OC3,8,7,4,35,40,33
MGP|MGP,141,812,317,732,655,490
HISTH1|HISTH1,42,83,70,189,145,80
HIST1H2B7|HIST1H2B7,13,37,55,53,74,53
WBP11|WBP11,359,941,1303,2089,1603,1412
HIST1H2A3|HIST1H2A3,18,86,63,99,95,54
HIST1H3G|HIST1H3G,5,17,11,10,15,9
HIST1H4D|HIST1H4D,76,384,269,360,322,209
HIST1H110|HIST1H110,183,447,281,710,742,439
HIST1H46L2|HIST1H46L2,113,454,264,440,362,263
HISTH2A4L1|HISTH2A4L1,12,61,45,72,69,39
HIST1H2B8|HIST1H2B8,29,93,61,81,89,68
HIST2H3L|HIST2H3L,2,10,3,6,6,4
HIST1H46|HIST1H46,51,237,151,195,196,130
HSTH2B7|HSTH2B7,6,4,9,2,12,2
HIST2H4B|HIST2H4B,77,311,177,288,281,169
H2AFJ|H2AFJ,26,92,85,118,100,63
HIST1H2BF|HIST1H2BF,47,142,107,225,233,120
HIST1H3A|HIST1H3A,8,18,10,22,25,14
HIST1H4B|HIST1H4B,43,173,123,118,133,101
HIST2H3D|HIST2H3D,2,28,7,16,23,13
HIST1H4I|HIST1H4I,68,241,185,246,251,151
HIST1H103|HIST1H103,5,7,4,11,20,10
HIST1H111L|HIST1H111L,13,15,21,18,21,18
HIST1H2BO|HIST1H2BO,0,2,9,7,5,0
HIST1H2A4L2|HIST1H2A4L2,43,146,100,170,175,119
HIST1H2A4L3|HIST1H2A4L3,16,75,83,114,147,44
HIST1H2B5|HIST1H2B5,9,29,39,41,55,52
HIST1H3H|HIST1H3H,8,52,24,23,21,25
LOC100857439|LOC100857439,11,38,25,21,29,32
HIST1H2A4|HIST1H2A4,41,95,78,176,124,86
HIST2H3|HIST2H3,10,19,5,14,13,13
HIST1H2A4L1|HIST1H2A4L1,9,33,20,34,35,18
HIST1H46L6|HIST1H46L6,28,156,75,143,129,83
HIST1H101|HIST1H101,272,513,408,1885,950,834
HIST1H2B7L2|HIST1H2B7L2,41,78,74,197,202,116
HIST1H2B7L4|HIST1H2B7L4,13,34,33,53,61,49
HIST1H2A4L4|HIST1H2A4L4,34,174,119,241,232,127
HIST1H111R|HIST1H111R,23,37,29,75,68,43
APOLD1|APOLD1,16,33,100,70,33,44
DDX47|DDX47,339,1129,1420,1516,1522,995
GPRC5A|GPRC5A,266,1229,1442,2096,1388,1186
EMP1|EMP1,12,21,28,36,20,12
HEBP1|HEBP1,3423,10708,13027,21911,12414,9882
GSG1|GSG1,0,0,8,0,0,0
FAM234B|FAM234B,633,1859,2650,3817,2983,2681
LOC107053796|LOC107053796,0,0,0,0,0,0
GRIN2B|GRIN2B,3,0,11,6,11,7
ATF7IP|ATF7IP,407,1023,1511,2458,1739,1503
TTC26|TTC26,11,44,54,100,79,72
PLBD1|PLBD1,510,1025,2176,2552,1379,1103
ERR2984226.754|TRNAR-CCU,1,2,0,2,3,3
FMC1|FMC1,51,162,118,201,155,69
UBN2|UBN2,388,866,1575,1897,1495,1458
LOC112531612|LOC112531612,1,2,0,0,0,0
GBE|GBE,29,88,194,193,174,67
LOC417973|LOC417973,32,125,453,347,370,114
LUC7L2|LUC7L2,605,2318,2790,4273,2678,2028
POLDIP3|POLDIP3,341,902,1312,1847,1326,1174
RRP7A|RRP7A,152,848,583,894,819,506
SOCS1L|SOCS1L,22,45,118,99,69,73
NFAM1|NFAM1,8,23,153,165,69,27
SERHL2|SERHL2,244,820,851,1808,1297,836
TCF20|TCF20,370,879,1484,1660,1304,1243
MIR1581|MIR1581,0,0,1,0,0,0
MIR1581,0,0,0,0,0,0
NDUFA6|NDUFA6,337,1651,844,1805,1176,712
CYP2D6|CYP2D6,3349,12784,14319,33857,18942,17150
CENPM|CENPM,0,6,0,10,0,10
TNFRSF13C|TNFRSF13C,6,7,7,17,11,6
WBP2NL|WBP2NL,548,1565,1972,3184,2335,1852
SMDT1|SMDT1,42,284,276,455,311,151
FAM109B|FAM109B,321,1234,1351,2218,1444,1150
NAGA|NAGA,588,1778,1612,3081,2206,1691
MEI1|MEI1,46,91,115,138,173,195
SNU13|SNU13,144,658,626,858,675,429
XRCC6|XRCC6,95,321,299,497,378,305
MIR33A|MIR33A,0,2,0,3,3,3
MIR33A,0,1,0,1,1,1
CCDC134|CCDC134,218,1045,735,1608,1051,555
SHISA8|SHISA8,3,5,19,12,25,16
SREBF2|SREBF2,3397,12834,9845,17856,15985,11288
PMM1|PMM1,538,2891,2206,3751,2675,1668
DESI1|DESI1,2312,8701,9093,16782,11298,8936
POLR3H|POLR3H,185,698,621,1088,802,484
TOB2|TOB2,790,3735,3498,4914,3641,3294
ACO2|ACO2,1824,5830,6101,9021,6098,5491
PHF5A|PHF5A,237,1044,814,1584,1046,761
LOC112533440|LOC112533440,33,201,86,269,113,62
LOC107053744|LOC107053744,0,9,0,0,7,2
LOC101748546|LOC101748546,215,1365,981,2928,1489,874
TEF|TEF,134,321,605,841,727,481
ZC3H7B|ZC3H7B,1050,3023,4679,5878,4923,3888
L3MBTL2|L3MBTL2,138,365,451,660,477,376
CHADL|CHADL,68,308,351,781,655,484
RANGAP1|RANGAP1,632,2361,2891,4123,3433,2952
EP300|EP300,425,862,1988,1640,1877,1661
LOC107053731|LOC107053731,9,7,49,12,10,15
SLC25A17|SLC25A17,170,553,487,986,629,422
SGSM3|SGSM3,69,403,429,592,569,397
MKL1|MKL1,196,456,983,1120,868,692
LOC101749129|LOC101749129,39,145,130,269,206,137
RBX1|RBX1,211,1263,876,1592,961,610
MIR1683|MIR1683,7,12,11,27,20,20
ERR2984226.825|MIR1683,1,1,1,1,1,1
XPNPEP3|XPNPEP3,101,278,365,677,490,334
ST13|ST13,1538,5614,5567,10451,6123,4976
LOC107053692|LOC107053692,0,0,0,0,0,0
LOC107053703|LOC107053703,0,5,0,0,0,0
FAM83F|FAM83F,0,0,0,20,19,0
LOC112533453|LOC112533453,0,0,0,0,0,0
GRAP2|GRAP2,72,124,385,303,130,113
ADSL|ADSL,3878,14890,14039,47596,22465,17034
LOC107053687|LOC107053687,0,0,5,8,3,8
RPS19BP1|RPS19BP1,163,556,679,1078,694,551
TNRC6B|TNRC6B,678,1946,3248,2932,2737,2722
TAB1|TAB1,68,356,264,558,374,271
LOC107053686|LOC107053686,31,82,46,316,82,219
MIEF1|MIEF1,280,817,1051,1383,1388,1191
MGAT3|MGAT3,139,294,1051,776,408,308
SYNGR1|SYNGR1,556,1815,1847,2263,2073,1639
ATF4|ATF4,7006,21264,23669,43750,36839,34519
PDGFB|PDGFB,6,32,56,91,35,38
CBX7|CBX7,171,269,892,842,511,526
RPL3|RPL3,7595,25698,24820,60750,35142,28014
SNORD83A|SNORD83A,2,4,4,2,6,4
ERR2984226.853|SNORD83A,1,1,1,1,1,1
CBX6|CBX6,111,228,633,358,425,469
NPTXR|NPTXR,1049,7394,5263,7622,7433,4198
LOC112533464|LOC112533464,0,2,0,7,0,0
GTPBP1|GTPBP1,451,1308,1846,2738,2260,2027
JOSD1|JOSD1,293,930,1267,1898,1550,1319
CBY1|CBY1,19,183,99,134,49,30
DMC1|DMC1,0,15,6,32,13,16
LOC101747255|LOC101747255,0,18,22,23,30,20
KCNJ4|KCNJ4,14,41,17,42,63,25
CSNK1E|CSNK1E,130,295,542,518,452,252
DNAL4|DNAL4,152,575,508,945,708,367
LOC112533465|LOC112533465,0,0,8,7,0,9
FAM20CL|FAM20CL,23933,109046,84049,187329,160458,93032
SUN2|SUN2,1533,6257,6743,19496,13348,10170
DDX17|DDX17,3233,7677,11735,15374,11688,11688
KDELR3|KDELR3,14,23,49,66,63,33
TMEM184B|TMEM184B,567,2031,2635,3517,3349,2539
MAFF|MAFF,129,529,531,576,566,662
PLA2G6|PLA2G6,243,620,708,1067,961,706
SLC16A8|SLC16A8,0,14,7,10,0,10
BAIAP2L2|BAIAP2L2,95,432,389,694,514,396
PICK1|PICK1,99,321,426,605,556,410
MICALL1|MICALL1,79,297,589,524,469,364
LOC107053682|LOC107053682,0,0,0,3,0,0
SOX10|SOX10,0,9,15,26,15,0
C1H22orf23|C1H22orf23,0,0,0,20,0,0
POLR2F|POLR2F,282,1151,1015,2214,1509,1007
ANKRD54|ANKRD54,201,746,911,1294,985,862
EIF3L|EIF3L,1399,3681,3698,7466,5642,4984
LOC100858460|LOC100858460,0,16,39,43,24,25
LGALS1|LGALS1,9,84,66,91,86,33
NOL12|NOL12,111,887,611,1078,742,473
PDXP|PDXP,51,240,235,358,242,212
SH3BP1|SH3BP1,37,102,207,193,136,104
GCAT|GCAT,1454,6704,4401,12494,5910,5772
H1F0|H1F0,106,490,421,605,468,370
TRIOBP|TRIOBP,590,2274,2509,3486,3411,2307
LGALS2|LGALS2,41,162,272,436,157,126
GGA1|GGA1,816,2796,3435,4271,4097,3209
MFNG|MFNG,27,34,270,159,69,80
SSTR3|SSTR3,0,8,11,17,3,0
LOC112533483|LOC112533483,0,0,5,0,0,0
C1QTNF6|C1QTNF6,32,37,83,122,65,48
IL2RB|IL2RB,88,171,415,440,255,230
CDC42EP1|CDC42EP1,1713,6807,6641,11168,8146,7194
LOC107053659|LOC107053659,5,0,0,5,20,13
CARD10|CARD10,122,271,346,623,744,319
CYTH4|CYTH4,117,200,748,660,372,354
RAC2|RAC2,349,687,1754,2342,1088,891
TMPRSS6|TMPRSS6,3833,13423,15005,35119,24068,21543
KCTD17|KCTD17,33,83,133,172,148,147
CSF2RB|CSF2RB,14,0,71,62,10,27
CRCBL|CRCBL,76,56,564,374,158,167
LOC107053839|LOC107053839,0,0,0,0,0,3
NCF4|NCF4,17,48,221,277,91,99
PVALB|PVALB,0,0,0,0,0,0
CACNG2|CACNG2,0,0,10,24,6,0
IFT27|IFT27,44,95,276,287,305,202
TEX33|TEX33,0,14,16,40,10,27
MPST|MPST,959,2885,3119,6818,3846,2925
TST|TST,1882,8370,5692,16395,8846,6322
EIF3D|EIF3D,1229,3702,3987,7485,6242,4396
RASD2|RASD2,9,20,30,54,63,26
MCM5|MCM5,93,778,254,427,419,158
RBFOX2|RBFOX2,146,780,681,987,862,636
LOC107053630|LOC107053630,3,8,27,6,15,8
FOXRED2|FOXRED2,64,137,234,218,157,203
TXN2|TXN2,866,3185,2292,3551,3100,2447
MIR1742|MIR1742,0,1,0,1,1,0
MIR1742,0,1,0,1,1,0
LOC112533484|LOC112533484,9,20,38,16,19,10
MYH9|MYH9,2813,5046,12482,11762,8646,7048
LOC112533496|LOC112533496,13,22,19,124,41,21
HMOX1|HMOX1,1294,2123,6905,11379,4928,3967
ISX|ISX,7,18,11,40,19,4
TOM1|TOM1,162,549,645,1468,874,708
HMGXB4|HMGXB4,111,393,414,721,450,325
LOC107053592|LOC107053592,14,52,9,85,43,17
LOC107053589|LOC107053589,9,10,0,35,9,13
LOC112533490|LOC112533490,235,662,1275,3334,2038,1346
LARGE1|LARGE1,76,208,278,517,376,430
BPIFCB|BPIFCB,6,29,41,113,71,30
LOC107053588|LOC107053588,0,0,0,0,2,0
SYN3|SYN3,14,29,41,44,33,13
TIMP3|TIMP3,204,474,731,748,618,585
FBXO7|FBXO7,496,1267,1674,2587,1775,1959
ASCL4|ASCL4,2,2,2,3,2,7
PRDM4|PRDM4,21,120,99,134,84,104
RTCB|RTCB,912,3050,4109,4661,3739,2580
PWP1|PWP1,292,1666,1480,1287,1310,791
LOC101749091|LOC101749091,0,0,12,7,12,0
BTBD11|BTBD11,63,74,233,171,120,95
MTERF2|MTERF2,97,306,263,782,394,460
CRY1|CRY1,942,3074,3612,7834,3561,3291
TMEM263|TMEM263,395,1330,1602,2239,2405,1418
RIC8B|RIC8B,314,906,1184,1663,1273,809
POLR3B|POLR3B,144,529,730,957,670,496
TCP11L2|TCP11L2,215,342,903,1710,925,1353
CKAP4|CKAP4,241,605,1093,1182,1241,758
C12orf75|C12orf75,7,24,87,69,53,28
LOC107049021|LOC107049021,6,0,0,10,0,25
WASHC4|WASHC4,240,629,1107,1493,935,819
APPL2|APPL2,315,821,1261,1754,1137,1083
CHST11|CHST11,4,6,24,25,11,18
ALDH1L2|ALDH1L2,22,118,151,265,137,91
LOC112533513|LOC112533513,0,15,16,43,33,48
C1H12ORF45|C1H12ORF45,135,491,472,807,578,375
SLC41A2|SLC41A2,416,1413,1642,2951,2030,1296
LOC107053559|LOC107053559,0,0,7,5,0,4
NUAK1|NUAK1,466,1701,2458,2813,1853,1862
LOC112533504|LOC112533504,21,24,43,72,29,32
TXNRD1|TXNRD1,226,655,789,1132,715,885
TDG|TDG,209,562,872,871,900,829
C1H12ORF73|C1H12ORF73,132,567,450,726,563,368
HCFC2|HCFC2,352,1068,1582,2741,1863,1454
NFYB|NFYB,239,534,715,1267,780,796
ASCL1|ASCL1,19,55,48,35,52,35
NT5DC3|NT5DC3,65,187,227,200,227,155
STAB2|STAB2,404,490,1397,1035,699,795
HSP90B1|HSP90B1,12235,85525,104071,133777,76414,34773
THL|THL,4,11,24,19,0,0
IGF1|IGF1,38,154,242,169,116,80
PARPBP|PARPBP,9,9,6,6,8,4
PMCH|PMCH,0,0,0,0,0,0
NUP37|NUP37,125,459,453,594,374,292
DRAM1|DRAM1,44,69,410,362,208,141
WASHC3|WASHC3,224,617,945,1539,1132,764
PAH|PAH,5314,11004,13612,32624,13960,16756
SPIC|SPIC,0,0,9,18,8,3
MYBPC1|MYBPC1,0,3,5,0,0,0
LOC112533534|LOC112533534,0,0,0,0,0,0
GNPTAB|GNPTAB,594,1468,2413,2601,2111,1829
SYCP3|SYCP3,10,127,86,122,105,49
CHPT1|CHPT1,54,70,289,323,117,127
PARP12|PARP12,344,658,1527,2259,1597,1716
TBXAS1|TBXAS1,170,274,950,799,434,300
LOC107053513|LOC107053513,0,0,0,0,0,0
TMEM213|TMEM213,11,0,3,6,61,5
ATP6V0A4|ATP6V0A4,18,7,19,34,141,17
LOC112533565|LOC112533565,0,0,0,0,0,7
LOC107053481|LOC107053481,0,8,12,13,4,0
LOC112533564|LOC112533564,0,0,0,1,0,0
SVOPL|SVOPL,122,376,444,883,542,557
TRIM24|TRIM24,559,1559,2612,5656,2687,2936
HIPK2|HIPK2,2204,7576,8984,12031,12231,11123
KIAA1549|KIAA1549,373,1006,1560,2776,2079,1593
LOC107053508|LOC107053508,16,33,124,41,36,18
LOC418108|LOC418108,165,599,617,1261,751,638
LOC107053480|LOC107053480,116,141,182,747,400,542
AKR1D1|AKR1D1,1074,1816,3230,7161,4830,6009
KDM7A|KDM7A,411,861,1604,1635,1195,1277
SLC37A3|SLC37A3,236,643,644,1340,1184,968
RAB19|RAB19,3,42,20,60,19,13
CGTL|CGTL,4403,8821,15274,20537,21853,22808
LOC112533577|LOC112533577,0,19,18,39,38,50
LOC418114|LOC418114,114,392,396,970,512,541
ADCK2|ADCK2,121,359,309,747,461,437
MKRN1|MKRN1,1026,2730,3542,5814,3704,3663
LOC107053476|LOC107053476,7,12,43,27,15,0
DENND2A|DENND2A,119,521,629,894,526,496
MRPS33|MRPS33,313,1340,982,2118,1474,1076
AGK|AGK,169,459,546,954,510,518
LOC100858131|LOC100858131,4,5,6,19,5,12
BRAF|BRAF,293,520,1004,1763,1117,849
NDUFB2|NDUFB2,815,3575,2277,4327,2382,1784
KIAA1147|KIAA1147,191,413,944,1422,728,1094
WEE2|WEE2,5,0,0,0,0,0
SSBP1|SSBP1,211,840,664,1304,929,546
PTN|PTN,21,58,112,156,167,139
DGKI|DGKI,5,0,10,0,6,0
CREB3L2|CREB3L2,2979,9038,14710,24703,19995,14532
CHRM2|CHRM2,423,882,1428,1991,1549,1834
MIR490|MIR490,0,0,0,0,0,0
MIR490,0,0,0,0,0,0
LOC112533635|LOC112533635,0,0,4,0,0,0
LOC107053473|LOC107053473,0,0,0,0,0,0
PKP2|PKP2,0,10,16,50,11,13
YARS2|YARS2,106,441,479,670,508,365
MTPN|MTPN,1789,4803,7306,12496,8116,6402
SLC13A4|SLC13A4,13,88,91,254,119,150
C7orf73|C7orf73,279,861,891,2350,1256,1003
DNM1L|DNM1L,566,1576,2368,3444,2379,1744
FGD4|FGD4,97,76,675,350,191,243
KIAA1551|KIAA1551,310,698,1577,1684,1480,1225
MIR6700|MIR6700,0,0,0,0,0,0
MIR6700,0,0,0,0,0,0
AMN1|AMN1,60,146,175,410,265,165
ETFBKMT|ETFBKMT,58,250,208,211,191,157
SINHCAF|SINHCAF,84,390,480,457,311,306
CAPRIN2|CAPRIN2,42,143,142,193,203,120
IPO8|IPO8,222,442,935,909,679,735
DENND5B|DENND5B,1875,4741,7192,8379,7093,6208
ZFP2|ZFP2,0,0,0,0,0,0
LOC101748011|LOC101748011,0,0,0,0,0,0
DDX11|DDX11,18,64,76,109,60,70
TMTC1|TMTC1,29,22,236,181,67,88
WASHC1|WASHC1,143,393,510,630,580,483
CCDC77|CCDC77,10,32,42,73,29,15
LOC112530013|LOC112530013,0,0,0,0,0,0
B4GALNT3|B4GALNT3,0,10,28,47,48,34
SLC6A13|SLC6A13,0,11,9,9,12,26
KDM5A|KDM5A,326,869,1516,1716,1244,1119
LOC107053437|LOC107053437,12,18,47,29,12,18
SLC6A12|SLC6A12,3136,8086,6688,12537,9211,7906
LOC107053441|LOC107053441,20,65,50,374,94,84
WNT5B|WNT5B,77,351,254,519,495,378
FBXL14|FBXL14,158,792,602,884,826,633
WNK1|WNK1,727,1777,3361,3874,2912,2990
RAD52|RAD52,18,32,26,37,49,0
ERC1|ERC1,528,1675,2455,2935,1937,2020
CECR6|CECR6,6,4,40,73,0,5
ADIPOR2|ADIPOR2,1883,5167,5430,8186,9095,7340
CHUNK-1|CHUNK-1,0,0,0,0,0,0
LRTM2|LRTM2,11,12,7,29,9,2
CACNA2D4|CACNA2D4,17,0,0,113,0,0
IL17RA|IL17RA,192,532,930,1064,957,907
CACNA1C|CACNA1C,21,12,41,34,21,17
DCP1B|DCP1B,80,148,278,350,260,229
CECR5|CECR5,1038,3228,3702,4856,5032,3902
CECR1|CECR1,320,1100,1135,1399,1867,1504
CECR2|CECR2,53,65,186,229,239,338
ATP6V1E1|ATP6V1E1,1029,3429,4132,5916,4018,3145
PEX26|PEX26,138,471,580,1039,769,698
USP18|USP18,45,60,150,271,215,87
LOC107053352|LOC107053352,18,19,46,28,21,14
AKR1B10L1|AKR1B10L1,240,332,893,1179,462,275
BCL2L13|BCL2L13,464,2320,2082,3410,2957,2158
BID|BID,493,2496,1407,3710,3094,2226
LOC107053369|LOC107053369,16,23,37,47,41,21
MICAL3|MICAL3,276,434,791,989,1277,797
LOC112530022|LOC112530022,28,33,40,53,74,56
AKR1B10L3|AKR1B10L3,1525,4033,5273,7886,6651,5705
LOC112530028|LOC112530028,18,44,57,116,67,60
BPGM|BPGM,70,210,275,409,281,310
AKR1E2|AKR1E2,392,1262,1351,1541,1631,1571
AKR1B10L4|AKR1B10L4,210,764,674,853,979,905
AKR1B1L|AKR1B1L,207,829,827,957,1129,886
RERG|RERG,19,23,40,77,47,8
CALD1|CALD1,359,641,1177,1573,1153,589
EPS8|EPS8,147,362,671,893,853,762
LOC107054197|LOC107054197,6,11,20,47,17,18
STRAP|STRAP,487,1369,2161,2859,2190,1768
LOC107054199|LOC107054199,19,84,73,183,135,72
DERA|DERA,316,952,928,1944,953,891
LOC112530061|LOC112530061,0,5,0,0,9,2
MGST1|MGST1,3972,16214,12742,30349,14019,13343
PIK3C2G|PIK3C2G,25,12,91,127,42,35
RERGL|RERGL,48,141,234,314,188,113
AEBP2|AEBP2,188,422,648,1096,688,525
PLEKHA5|PLEKHA5,247,461,827,1230,548,812
PDE3A|PDE3A,78,153,208,287,234,91
LOC107054151|LOC107054151,7,4,6,0,3,4
LOC112530062|LOC112530062,4,0,6,0,0,0
SLCO1B1|SLCO1B1,37,108,72,221,108,42
SLCO1B3|SLCO1B3,4720,8274,15844,21779,17720,16947
PYROXD1|PYROXD1,52,215,308,466,399,231
RECQL|RECQL,79,174,359,409,218,223
GOLT1B|GOLT1B,111,285,451,694,441,303
LOC101748166|LOC101748166,0,27,36,47,74,42
BCAT1|BCAT1,205,311,1713,1403,649,636
SLCO1A2|SLCO1A2,5372,11775,17585,26012,17654,18128
IAPP|IAPP,0,0,0,3,0,0
ETNK1|ETNK1,696,1817,2947,3710,2900,2505
ST8SIA1|ST8SIA1,0,8,33,26,7,5
C3AR1|C3AR1,157,120,662,690,226,170
SOX5|SOX5,215,466,579,972,600,749
MIR6608-1|MIR6608-1,0,0,0,0,0,0
MIR6608-1,0,0,0,0,0,0
MIR6608-2|MIR6608-2,0,0,0,0,0,0
MIR6608-2,0,0,0,0,0,0
C2CD5|C2CD5,306,771,1066,1400,1095,952
KCNJ8|KCNJ8,50,92,127,194,161,100
CMAS|CMAS,238,916,1014,2071,1032,839
ABCC9|ABCC9,24,57,66,218,116,66
LOC107054094|LOC107054094,0,0,0,0,0,0
LDHB|LDHB,2874,17357,14067,21919,10337,8278
MIR7451,0,0,0,0,0,1
CASC1|CASC1,0,10,14,54,17,9
LRMP|LRMP,50,44,272,169,75,85
MIR7451|MIR7451,0,0,0,0,0,2
GYS2|GYS2,1094,1823,3632,5720,3473,4598
LOC107054089|LOC107054089,0,0,5,9,3,6
ETFRF1|ETFRF1,166,640,418,1032,639,459
KRAS|KRAS,446,1107,1536,2137,1763,1498
RASSF8|RASSF8,310,700,783,973,1050,960
LOC107054076|LOC107054076,6,4,22,14,9,4
SSPN|SSPN,21,47,64,46,72,72
BHLHE41|BHLHE41,412,826,647,646,1042,1167
LOC101750972|LOC101750972,10,0,0,0,0,4
ITPR2|ITPR2,730,1936,3233,4587,2939,3301
LOC107054072|LOC107054072,0,0,11,5,3,0
INTS13|INTS13,919,2912,4514,5298,3689,2791
LOC107054071|LOC107054071,3,7,0,14,0,5
FGFR1OP2|FGFR1OP2,563,1512,1937,2664,2074,1515
TM7SF3|TM7SF3,107,290,444,730,426,415
MED21|MED21,106,411,445,997,571,395
STK38L|STK38L,260,737,1047,1589,873,857
LOC107054070|LOC107054070,0,0,0,0,7,0
ARNTL2|ARNTL2,232,455,558,1024,595,493
LOC418222|LOC418222,0,31,10,31,33,4
A4GALT|A4GALT,8,16,41,82,38,28
CYB5R3|CYB5R3,343,947,1503,2351,1659,1064
ENDOUL|ENDOUL,19,401,426,496,409,184
LOC107054068|LOC107054068,0,0,19,13,6,0
PPFIBP1|PPFIBP1,1298,4323,6222,9591,6463,5055
ARFGAP3|ARFGAP3,630,2589,3868,5109,3537,2188
TTLL1|TTLL1,21,36,70,52,73,51
PACSIN2|PACSIN2,851,1394,3131,4920,3077,3013
LOC107054067|LOC107054067,6,0,0,8,9,11
BIK|BIK,33,99,53,120,113,57
MCAT|MCAT,202,808,703,1188,953,636
TSPO|TSPO,274,1229,951,1943,1110,740
TTLL12|TTLL12,385,865,1139,2325,1263,915
MPPED1|MPPED1,77,366,521,314,553,370
SCUBE1|SCUBE1,14,30,54,138,82,53
LOC101747370|LOC101747370,0,0,0,0,0,0
PARVG|PARVG,41,56,241,250,107,99
PARVB|PARVB,192,170,1018,1054,291,284
KIAA1644|KIAA1644,5,9,18,17,7,5
PRR5|PRR5,46,142,184,332,159,177
LOC107054014|LOC107054014,0,0,4,9,0,0
ARHGAP8|ARHGAP8,34,147,190,260,170,103
PHF21B|PHF21B,0,7,4,8,10,5
LOC107053999|LOC107053999,0,0,3,1,0,0
LOC112530109|LOC112530109,0,0,0,0,0,0
NUP50|NUP50,921,2712,3556,5595,3438,3255
RIBC2|RIBC2,0,0,0,0,0,0
SMC1B|SMC1B,4,9,0,15,4,5
KIAA0930|KIAA0930,1562,4598,6306,10111,6597,4985
SULT4A1|SULT4A1,204,493,621,634,1017,688
LOC112530103|LOC112530103,20,31,40,15,89,55
PNPLA3|PNPLA3,20062,45619,57356,55877,87569,57889
SAMM50|SAMM50,627,2224,2027,4778,2131,2017
ATXN10|ATXN10,97,231,341,519,316,259
LOC107053997|LOC107053997,0,0,0,5,0,0
WNT7B|WNT7B,0,0,3,0,0,0
LOC107053998|LOC107053998,0,25,6,0,11,0
FBLN1|FBLN1,774,2828,3046,6718,4609,3563
LOC101749388|LOC101749388,108,170,171,477,226,282
MIRLET7A3|MIRLET7A3,0,0,0,2,0,0
MIRLET7A3,0,0,0,1,0,0
MIRLET7B|MIRLET7B,1,2,1,2,1,0
ERR2984226.1307|MIRLET7B,1,1,0,1,1,0
CDPF1|CDPF1,84,299,375,587,394,341
PKDREJ|PKDREJ,36,69,87,131,73,83
PPARA|PPARA,2183,4065,6879,12546,6540,8823
TTC38L|TTC38L,1104,3050,3956,6205,3999,3983
TTC38|TTC38,1552,3723,4400,7970,4794,4150
ZC3HAV1|ZC3HAV1,1087,2421,3340,4996,3218,2400
LOC101749705|LOC101749705,20,139,143,247,175,125
LOC112530121|LOC112530121,0,8,12,8,0,10
ETV6|ETV6,139,395,557,857,606,402
MIR1727-1|MIR1727-1,0,0,0,1,2,0
MIR1727-1,0,0,0,1,1,0
BCL2L14|BCL2L14,634,1979,3158,7359,3315,2653
MANSC1|MANSC1,150,768,778,1864,1096,1019
LOC101751329|LOC101751329,0,45,46,112,58,52
LRP6|LRP6,267,548,1032,1350,823,915
BORCS5|BORCS5,157,656,736,1385,938,726
LOC107053991|LOC107053991,19,29,26,74,53,33
DUSP16|DUSP16,588,1585,2220,2762,2172,1779
CREBL2|CREBL2,457,973,1608,2618,1780,1557
GPR19|GPR19,24,70,75,201,90,107
LOC101751866|LOC101751866,22,32,64,48,18,21
LOC112530129|LOC112530129,3,0,0,0,0,0
KLHL42|KLHL42,51,138,246,434,227,242
MRPS35|MRPS35,206,844,785,1511,825,657
CDKN1AL|CDKN1AL,165,1003,1221,2831,1619,1142
CDKN1B|CDKN1B,434,1530,1822,3173,1778,1543
CCDC91|CCDC91,77,155,292,518,302,231
FGF6|FGF6,0,0,4,0,0,0
FGF23|FGF23,58,143,209,191,136,179
FAR2|FAR2,124,262,372,645,519,316
RAD51AP1|RAD51AP1,67,263,217,538,365,312
LOC107054286|LOC107054286,2,0,0,0,0,0
C1H12ORF4|C1H12ORF4,112,329,478,758,494,345
TIGAR|TIGAR,151,636,758,1192,833,601
CCND2|CCND2,385,734,1308,1263,1168,1193
LOC112530139|LOC112530139,242,1086,862,2687,1488,1193
LOC112530138|LOC112530138,8,7,6,19,20,13
KCNA1|KCNA1,0,0,0,0,0,0
KCNA6|KCNA6,15,60,44,56,75,73
ANO2|ANO2,0,0,26,20,0,0
NDUFA9|NDUFA9,1058,3115,4176,6478,4251,3594
LOC107055508|LOC107055508,0,0,0,0,0,0
CD9|CD9,12,29,33,44,30,26
NOBOX|NOBOX,14,12,37,45,31,12
ARHGEF5|ARHGEF5,0,12,25,41,29,10
LOC107054377|LOC107054377,4,7,5,8,0,7
LOC107054332|LOC107054332,74,363,371,870,413,358
LOC107054259|LOC107054259,36,14,60,111,74,92
VWF|VWF,583,921,3598,2866,1357,999
