gene_id,CN_2w_2,CN_2w_1,CN_3hr_3,CN_4w_1,HT_3hr_1,HT_3hr_2,HT_3hr_3,HT_3hr_4
C17ORF80|C17ORF80,165,425,388,425,1043,362,293,382
SDK2|SDK2,95,521,717,1026,753,390,334,1149
LOC107052239|LOC107052239,0,0,0,0,28556,19197,21629,19257
TTYH2|TTYH2,67,265,181,355,15,13,9,50
RPL38|RPL38,1758,9950,5327,4718,1,1,1,1
DNAI2|DNAI2,0,17,0,14,9,19,0,3
BTBD17|BTBD17,0,6,0,0,2258,986,1110,949
GPR142|GPR142,0,10,0,12,5,8,0,4
GPRC5C|GPRC5C,289,1608,1071,1155,257,175,172,118
PDE6G|PDE6G,22,85,46,56,83,43,35,34
CCDC137|CCDC137,19,212,121,159,6,0,7,8
NPLOC4|NPLOC4,460,1822,877,1765,86,30,69,46
FAAP100|FAAP100,171,638,570,1098,11412,3380,3727,3662
BAHCC1|BAHCC1,327,724,348,1154,608,186,215,224
LOC112530036|LOC112530036,0,0,8,4,349,114,128,169
ACTC2L|ACTC2L,9791,66014,11172,22706,680,535,390,204
ENTHD2|ENTHD2,92,443,344,532,477,170,190,159
SLC38A10|SLC38A10,1799,6667,3697,7494,1426,600,684,559
NDUFAF8|NDUFAF8,40,100,61,74,4019,1367,1252,1405
CEP131|CEP131,113,414,189,312,142,107,111,48
ST6GALNAC2L|ST6GALNAC2L,149,423,306,435,4075,1468,1394,1223
CHMP6|CHMP6,304,1224,702,1136,0,0,0,0
AATK|AATK,38,55,43,115,8,2,2,3
BAIAP2|BAIAP2,1182,4749,2897,3666,1,1,1,1
MIR6551|MIR6551,0,4,0,1,658,181,282,201
MIR6551,0,1,0,1,0,0,0,0
RPTOR|RPTOR,201,588,373,845,25,8,9,11
RNF213|RNF213,728,2111,1819,4151,1672,767,711,715
ENDOV|ENDOV,3,6,1,1,595,190,119,114
SLC26A11|SLC26A11,101,255,153,312,565,415,321,307
SGSH|SGSH,192,896,611,563,1050,404,1103,384
TBC1D16|TBC1D16,278,1767,958,1621,22431,11422,14917,12307
GAA|GAA,146,460,322,375,631,407,242,323
CCDC40|CCDC40,11,51,9,67,965,394,346,459
CBX4|CBX4,116,644,244,640,17,0,0,0
CBX8|CBX8,66,351,198,337,7074,2978,3162,3299
ENGASE|ENGASE,24,125,80,89,3568,2166,1888,1784
RBFOX3|RBFOX3,87,358,176,362,394,195,183,156
MIR7443,0,0,0,1,3207,1006,1241,1660
MIR7443|MIR7443,0,0,0,2,0,2,0,6
MIR1652|MIR1652,2,19,12,14,118,55,61,91
ERR2984226.19094|MIR1652,1,1,1,1,0,5,0,4
ENPP7|ENPP7,44,251,113,433,12,13,0,0
CANT1|CANT1,149,503,290,518,3232,1745,1557,1667
C1QTNF1|C1QTNF1,57,124,68,116,25,22,8,0
DNAH17|DNAH17,16,91,52,70,800,335,423,338
PGS1|PGS1,126,501,333,677,900,435,474,389
SOCS3|SOCS3,41,358,162,283,47,9,30,25
LOC101747660|LOC101747660,59,326,161,255,1,0,0,0
USP36|USP36,950,5827,3063,4754,2,2,0,1
CYTH1|CYTH1,332,966,716,1756,1,1,0,0
TIMP2|TIMP2,3362,19687,6868,15553,2993,1321,1456,1661
AFMID|AFMID,2255,10637,5494,6779,3417,1173,1242,1282
TK1|TK1,62,379,139,184,208,102,110,94
SYNGR2|SYNGR2,251,1707,743,1233,453,188,167,241
TMC6|TMC6,35,248,182,321,1806,642,626,703
LOC107054756|LOC107054756,0,0,4,3,17,13,5,7
LOC100857706|LOC100857706,32,76,12,199,81,27,49,37
ARL16|ARL16,40,151,130,137,2816,1200,1468,1307
LOC422090|LOC422090,112,492,462,656,42,23,22,24
HGS|HGS,455,1458,926,1633,704,244,291,304
MRPL12|MRPL12,390,2412,1671,1502,3,0,2,0
SLC25A10|SLC25A10,440,2684,1124,1392,0,0,4,0
GCGR|GCGR,1692,6636,4356,5777,10,14,0,9
MCRIP1|MCRIP1,349,1593,1015,1178,11,0,0,0
MAFG|MAFG,89,261,178,365,0,0,0,0
PCYT2|PCYT2,1942,7877,3517,6936,912,292,346,352
SIRT7|SIRT7,117,506,207,484,3,0,0,0
PYCR1|PYCR1,100,943,248,465,0,0,0,0
P4HB|P4HB,21193,80010,45725,86882,0,0,0,0
ARHGDIA|ARHGDIA,2565,8385,5343,9062,0,0,0,0
ALYREF|ALYREF,265,1191,622,1066,0,0,0,0
ANAPC11|ANAPC11,57,333,151,184,1727,659,801,725
NME1|NME1,4,0,9,10,7215,4393,3146,3309
LOC112530034|LOC112530034,8,27,16,49,36,26,13,23
LOC107054755|LOC107054755,11,25,12,79,0,0,0,0
SPAG9|SPAG9,592,1443,1215,2435,0,0,0,0
TOB1|TOB1,646,1915,1786,2254,637,295,262,217
WFIKKN2|WFIKKN2,4,0,0,0,102,54,52,65
ANKRD40|ANKRD40,65,221,113,185,995,333,378,463
ANKRD40L|ANKRD40L,356,1276,750,1395,8303,4970,6214,4487
LUC7L3|LUC7L3,901,2396,1931,3957,1641,630,911,900
ABCC3|ABCC3,116,128,118,469,4687,1469,1670,1865
CACNA1G|CACNA1G,4,0,3,19,836,372,361,371
MIR1637|MIR1637,0,0,0,0,812,380,456,402
MIR1637,0,0,0,0,0,5,3,0
SPATA20|SPATA20,474,2449,939,1904,371,209,277,189
EPN3|EPN3,832,4158,1863,3487,1065,450,390,375
MYCBPAP|MYCBPAP,410,1000,756,1233,724,434,351,322
CHAD|CHAD,13,23,21,45,76670,22605,18464,13571
ACSF2|ACSF2,828,2400,2453,3018,0,0,0,0
LRRC59|LRRC59,711,2846,1338,2896,6855,2894,4772,4492
EME1|EME1,32,119,58,123,539,288,274,330
MRPL27|MRPL27,166,936,563,582,1848,838,902,1032
CD300L-S1|CD300L-S1,0,0,0,3,1031,524,562,644
LOC422106|LOC422106,67,519,273,411,236,115,135,107
XYLT2|XYLT2,179,650,397,782,1874,803,815,842
CD300LG|CD300LG,42,78,82,210,1445,674,799,810
RAB37|RAB37,11,68,29,216,127,6,45,45
LOC107054752|LOC107054752,0,0,4,9,1586,731,758,958
SLC9A3R1|SLC9A3R1,1250,5308,2690,3667,1504,590,848,453
NAT9|NAT9,177,629,451,597,467,227,236,196
TMEM104|TMEM104,121,423,214,657,5,0,0,0
GRIN2C|GRIN2C,9,88,0,19,0,0,0,0
FDXR|FDXR,493,2984,1129,2153,360,171,168,196
FADS6|FADS6,3344,16156,8350,9332,5,0,4,3
USH1G|USH1G,0,0,6,0,3,2,0,0
LOC101747701|LOC101747701,0,27,11,15,0,0,12,0
OTOP2|OTOP2,181,391,267,452,0,0,0,0
CDR2L|CDR2L,7,0,0,6,36,28,22,14
OTOP3|OTOP3,98,272,155,140,0,0,9,5
HID1|HID1,552,1865,1127,2105,708,315,396,290
MIR1580|MIR1580,1,3,1,2,1875,1001,942,900
ERR2984226.19223|MIR1580,1,1,1,1,193,168,148,126
MRPL58|MRPL58,101,451,423,335,900,530,417,443
ERR2984226.19225|TRNAR-UCG,2,2,2,2,0,0,0,0
LOC100859449|LOC100859449,0,0,6,4,0,0,0,0
TRNAR-CCU_2,0,0,0,0,84,39,60,61
TRNAR-UCG_2,0,0,0,0,13,0,29,18
LOC107054749|LOC107054749,0,4,0,6,0,0,0,0
ATP5H|ATP5H,1284,5648,3111,3919,38,31,81,11
KCTD2|KCTD2,1463,5232,2847,6071,0,0,0,0
SLC16A5|SLC16A5,331,1225,644,1127,1178,390,439,566
ARMC7|ARMC7,183,720,336,683,50,55,42,20
JPT1|JPT1,381,1315,831,1275,1443,698,728,591
SUMO2|SUMO2,814,3016,1792,3124,223,179,97,74
SLC25A19|SLC25A19,192,519,354,603,336,272,204,159
NUP85|NUP85,1028,3308,2154,3739,10717,2854,3983,3594
GGA3|GGA3,727,2020,1547,2857,5,51,64,181
LOC107054750|LOC107054750,99,239,123,421,12,17,9,10
MRPS7|MRPS7,572,3048,1648,2371,742,487,515,442
MIF4GD|MIF4GD,599,1830,1176,1883,59,21,20,0
GRB2|GRB2,1210,3994,2313,5408,24,10,6,0
TMEM94|TMEM94,394,938,641,1433,6900,2928,3711,3393
CASKIN2|CASKIN2,622,1857,1146,2095,312,242,104,107
MCHR1|MCHR1,0,0,0,0,11,0,17,4
LLGL2|LLGL2,1112,3065,1815,4498,10151,3051,5397,3868
TSEN54|TSEN54,179,520,327,723,937,312,524,326
LOC107050286|LOC107050286,95,268,177,368,6,0,0,0
LOC425117|LOC425117,384,902,621,975,1512,206,651,466
LOC112530040|LOC112530040,158,474,533,462,92,23,52,54
LOC112530041|LOC112530041,0,8,0,0,0,3,0,0
LOC107056305|LOC107056305,147,264,222,536,164,152,100,120
LOC107050315|LOC107050315,691,4001,3710,2177,789,245,215,299
TMEM107|TMEM107,59,142,283,114,124,85,121,120
LOC112530045|LOC112530045,33,1,1,5,0,0,0,0
LOC107050352|LOC107050352,556,1908,902,1548,0,6,0,0
LOC107050152|LOC107050152,10,98,49,139,985,369,448,478
LOC101751399|LOC101751399,245,1935,1016,1008,1678,641,750,734
LOC112529957|LOC112529957,20,136,78,74,100,37,28,27
LOC107054771|LOC107054771,42,162,94,139,2077,719,941,912
NAA38|NAA38,142,1098,521,783,855,429,404,234
LOC107054772|LOC107054772,0,0,1,0,34,17,12,39
AHDC1|AHDC1,0,27,17,29,1,0,0,0
DDX25|DDX25,49,219,120,265,527,222,197,209
LOC107057188|LOC107057188,141,840,350,622,1,1,1,1
BORL4|BORL4,149,1016,412,617,134,58,98,125
ODF3L6|ODF3L6,12,89,31,51,38,15,23,23
LOC107050024|LOC107050024,69,436,241,190,1960,844,1057,1103
LOC107057249|LOC107057249,25,152,64,85,390,294,234,248
LOC107057189|LOC107057189,18,224,101,80,194,68,50,52
BORL1|BORL1,35,219,76,171,932,403,369,338
LOC107057197|LOC107057197,30,61,26,51,17,8,0,0
ODF3L15|ODF3L15,166,1371,716,728,1379,1041,606,651
LOC430700|LOC430700,0,7,0,0,1913,1131,1099,836
TNXB|TNXB,0,5,5,6,118,451,91,45
VPS37D|VPS37D,40,107,97,61,970,386,518,478
DNAJC30|DNAJC30,209,964,565,751,1660,614,519,639
WBSCR22|WBSCR22,147,811,351,696,12,6,6,9
STX1A|STX1A,135,640,460,447,0,1,0,1
MKS1|MKS1,94,383,136,539,1,4,0,3
BCL7B|BCL7B,258,1400,552,1096,1277,243,151,202
TBL2|TBL2,605,3134,1690,2173,2492,184,171,219
MLXIPL|MLXIPL,1266,4689,3679,4370,3299,1524,1536,1800
BAZ1B|BAZ1B,1400,4419,2808,5702,473,178,195,245
FZD9|FZD9,1017,7218,2964,5228,560,224,200,153
FKBP6|FKBP6,3,0,0,7,8659,2757,3112,3456
TRIM50|TRIM50,0,0,7,0,721,162,376,317
NSUN5|NSUN5,110,567,260,361,13,0,10,8
POM121CL|POM121CL,82,509,265,520,9,0,0,0
HIP1|HIP1,82,275,209,474,169,119,160,92
TRIM58|TRIM58,126,441,260,775,66,32,18,31
CCL4|CCL4,19,46,44,96,1,2,0,1
CCL4_1|CCL4,9,17,12,63,259,151,181,98
CCL5|CCL5,66,102,71,216,886,318,486,271
AGPAT1|AGPAT1,0,0,0,7,423,199,201,188
MPO|MPO,16,7,0,23,6,0,6,0
LOC107054775|LOC107054775,0,0,0,0,4283,1636,1133,1214
TSPOAP1|TSPOAP1,116,244,137,452,770,386,194,132
LOC101747644|LOC101747644,12,26,16,10,995,486,431,389
SUPT4H1|SUPT4H1,279,1213,909,893,8,9,18,9
RNF43|RNF43,422,1308,924,1948,248,157,196,107
LOC112530078|LOC112530078,20,41,21,33,10,0,10,0
HSF5|HSF5,4,19,9,18,22,62,0,0
ABHD11|ABHD11,68,320,239,238,1780,722,1026,892
LOC101748946|LOC101748946,0,11,21,19,2453,879,880,843
MTMR4|MTMR4,660,2064,969,2609,457,198,283,143
MIR1698-1|MIR1698-1,0,0,0,0,2385,803,1778,1043
MIR1698-1,0,0,0,0,574,327,528,376
CASP1|CASP1,427,2116,1024,1849,628,227,139,123
CLDN3|CLDN3,39,109,72,156,236,93,392,127
CLDN9|CLDN9,0,2,1,2,19839,7376,14170,9124
CLDN4|CLDN4,8,11,14,4,1947,558,1295,603
WBSCR27|WBSCR27,1216,6704,3704,3140,174,73,341,149
ELN|ELN,68,180,90,63,1048,510,563,517
LIMK1|LIMK1,266,1147,622,875,7117,2423,2782,2190
SEPT4|SEPT4,12,34,13,14,746,239,360,342
SBDS|SBDS,813,2796,1673,3420,7012,5925,6869,6339
TYW1|TYW1,198,684,135,696,213,24,149,26
WBSCR17|WBSCR17,12,11,14,59,323,109,69,99
AUTS2|AUTS2,48,95,82,147,684,274,338,361
LOC112530080|LOC112530080,0,0,0,0,127,241,94,37
LOC107054778|LOC107054778,0,0,8,16,1736,711,615,507
MIR1567|MIR1567,0,0,0,0,1139,611,683,623
MIR1567,0,0,0,0,2587,1010,1067,1327
MIR1354|MIR1354,0,0,0,0,7,6,0,8
MIR1354,0,0,0,0,1592,330,105,198
MIR1587|MIR1587,0,0,0,0,230,62,54,53
MIR1587,0,0,0,0,945,415,638,410
LOC107054782|LOC107054782,0,0,0,0,1308,580,584,632
GATSL2|GATSL2,58,82,72,117,2302,831,1038,917
LOC107054783|LOC107054783,3,0,0,0,5396,4442,2994,2663
RCC1L|RCC1L,176,382,285,487,2190,899,950,765
NCF1|NCF1,83,137,90,237,4,3,6,2
GTF2I|GTF2I,244,970,486,1187,1,1,1,1
GTF2IRD1|GTF2IRD1,79,563,345,660,521,331,315,256
LOC107054784|LOC107054784,0,9,0,16,348,167,320,129
CLIP2|CLIP2,43,93,59,246,52,20,31,20
LOC101747302|LOC101747302,21,25,16,20,42,37,40,6
RFC2|RFC2,86,395,162,319,11266,6389,6696,4781
LAT2|LAT2,11,19,21,91,3539,1582,2177,1977
EIF4H|EIF4H,2534,9030,4382,10859,1650,660,592,655
LOC107054785|LOC107054785,0,0,0,0,323527,43263,18460,39074
MYBBP1A|MYBBP1A,246,1316,524,1378,9,62,31,11
ERR2984226.19398|MIR7444,1,1,1,1,100,35,26,26
MIR7444|MIR7444,4,9,6,12,404,221,183,176
SPNS3|SPNS3,9,10,10,36,0,0,0,0
UBE2G1|UBE2G1,715,2612,1496,2737,0,0,0,0
ANKFY1|ANKFY1,1129,2675,1703,4594,113,31,67,62
CYB5D2|CYB5D2,258,932,328,820,0,0,0,0
MIR6592,0,1,0,1,3,0,0,0
MIR6592|MIR6592,1,3,0,7,844,570,249,288
ATP2A3|ATP2A3,219,319,226,1179,23,26,11,8
P2RX1|P2RX1,10,24,14,39,3037,1670,1980,1669
CAMKK1|CAMKK1,82,198,180,287,86,81,39,28
MIS12|MIS12,17,100,47,37,0,0,0,0
DERL2|DERL2,292,1148,758,1281,1401,738,600,847
DHX33|DHX33,214,799,387,837,2386,1641,874,1111
C1QBP|C1QBP,924,3864,2553,3302,656,279,353,283
RPAIN|RPAIN,50,211,146,182,4872,2484,1851,2100
NUP88|NUP88,417,1414,813,1535,219,159,83,80
RABEP1|RABEP1,1159,4816,2542,6213,6118,1634,1915,2431
LOC107054786|LOC107054786,120,314,325,330,1,0,0,1
IFT22|IFT22,77,267,172,268,0,0,0,0
COL26A1|COL26A1,29,105,70,172,0,0,0,0
LOC107054787|LOC107054787,14,0,12,6,0,0,0,0
HSD3B7|HSD3B7,484,915,950,1240,3,3,1,2
SH2B2|SH2B2,49,123,85,246,1,1,0,1
LOC417507|LOC417507,10,26,0,25,974,204,178,289
CUX1|CUX1,654,1981,1266,2477,20,4,2,5
ORAI2|ORAI2,147,455,485,844,1,1,0,1
PRKRIP1|PRKRIP1,182,733,409,809,2896,875,941,1027
LRWD1|LRWD1,199,868,541,1082,11,8,11,9
ALKBH4|ALKBH4,26,115,109,115,1020,453,448,457
POLR2J|POLR2J,147,220,298,308,656,230,327,296
RASA4|RASA4,431,2207,844,1719,0,0,3,0
DTX2|DTX2,78,316,185,357,2864,1254,1269,1182
LOC112530066|LOC112530066,11,107,32,61,178,92,105,104
LOC112530081|LOC112530081,0,1,0,0,0,0,0,0
YWHAG|YWHAG,586,2262,1454,2501,264,122,79,74
HSPB1|HSPB1,27,71,56,42,2479,950,1094,1041
MDH2|MDH2,2271,8067,5261,8186,1519,642,735,742
MMP28|MMP28,10,62,66,118,2,0,0,7
GAS2L2|GAS2L2,4,8,0,0,0,7,5,7
RASL10B|RASL10B,0,0,0,0,1551,672,616,756
POR|POR,3187,17856,8189,15560,6824,2946,3111,3335
RHBDD2|RHBDD2,15,65,18,69,3219,2041,1558,1594
TAF15|TAF15,475,2133,1291,2374,1,0,0,0
TMEM120A|TMEM120A,144,652,483,622,154,145,146,103
UNC45B|UNC45B,0,0,0,0,2420,1778,1424,1372
LOC112530091|LOC112530091,0,0,2,0,136,108,62,82
AP2B1|AP2B1,463,1311,875,1701,248,145,164,95
PEX12|PEX12,85,282,193,222,173,116,115,123
LOC107054789|LOC107054789,5,23,10,24,701,382,311,399
RAD51D|RAD51D,61,282,190,206,301,122,123,169
RFFL|RFFL,407,1286,842,2220,26,0,3,7
LIG3|LIG3,399,1075,749,1432,2545,857,982,1253
TMEM132E|TMEM132E,3,0,0,12,42753,17959,17177,20658
CCLI5|CCLI5,0,0,0,8,1257,469,604,697
CCL1|CCL1,75,145,83,216,1,1,1,1
CCL26|CCL26,543,794,898,2898,14,0,11,7
LOC101750143|LOC101750143,0,0,0,0,2499,1418,1099,1190
LOC112530082|LOC112530082,0,0,0,1,0,0,13,0
CCLI8|CCLI8,0,17,0,43,948,479,527,486
LOC101747625|LOC101747625,0,5,0,0,0,0,0,0
CCLI7|CCLI7,44,49,54,239,26,5,14,18
CCAH221|CCAH221,38,14,31,156,5,0,0,0
MRPS17|MRPS17,484,2077,1159,1728,134,29,0,30
GBAS|GBAS,563,1837,1108,1846,1741,687,836,775
SUMF2|SUMF2,165,892,388,489,2093,952,847,1021
LOC107054793|LOC107054793,0,10,6,0,30,12,7,6
PHKG1|PHKG1,690,3007,1992,2037,876,269,201,177
LOC112530085|LOC112530085,22,61,55,71,16,0,3,0
CHCHD2|CHCHD2,2871,12316,8432,9406,155,212,295,229
PSPH|PSPH,61217,105342,111412,126070,1826,1005,954,903
CCT6A|CCT6A,1463,5343,2567,6049,183,81,128,84
LOC112530093|LOC112530093,3,5,2,7,51,72,39,35
LOC112530092|LOC112530092,2,3,9,5,1847,811,942,861
LOC107054792|LOC107054792,41,135,81,157,8386,3820,4445,3981
ASL2|ASL2,29,56,68,151,2350,799,922,991
ASL1|ASL1,11,35,6,41,0,0,0,0
CRCP|CRCP,422,1399,608,1338,415,140,185,104
TRNAG-GCC_6,0,0,0,0,219654,96864,100947,87673
VKORC1L1|VKORC1L1,123,523,185,670,1567,665,515,697
GUSB|GUSB,1433,4359,2514,4996,135,35,62,72
TPST1|TPST1,258,1171,738,1215,6,0,0,0
LOC112530084|LOC112530084,0,8,0,0,846,330,406,566
MIR6585|MIR6585,0,0,0,1,13661,7392,9929,6645
MIR6585,0,0,0,1,123,109,251,113
KCTD7|KCTD7,9,58,12,53,8014,3959,7031,8297
LOC112530083|LOC112530083,185,525,482,762,8,9,14,17
TMEM248|TMEM248,700,3325,1784,3944,0,0,0,0
LRRC75A|LRRC75A,19,25,27,44,269,223,417,267
LOC417551|LOC417551,30,213,86,114,21,9,10,8
LOC112530090|LOC112530090,0,2,1,3,0,0,0,0
LOC112530094|LOC112530094,2,10,2,5,0,0,0,0
INPP5K|INPP5K,440,1336,917,1831,303,206,250,108
LOC107054795|LOC107054795,0,1,5,0,0,0,0,0
MYO1C|MYO1C,1064,2940,1654,4239,0,0,0,0
NCBP3|NCBP3,165,480,264,687,0,0,0,0
CRK|CRK,625,1797,1224,2470,42,24,18,7
YWHAE|YWHAE,2862,10484,5124,10295,12,0,6,0
PITPNA|PITPNA,541,1533,1114,2073,934,384,483,389
SLC43A2|SLC43A2,910,2130,1934,2683,334,148,97,73
TLCD2|TLCD2,0,7,16,22,1514,778,930,681
LOC427826|LOC427826,5,8,0,52,0,0,0,0
LOC112530070|LOC112530070,0,0,0,2,1637,641,635,616
SCARF1|SCARF1,225,624,420,976,11,7,8,11
RILP|RILP,264,723,590,614,585,322,399,304
PRPF8|PRPF8,1936,4476,3405,7387,899,148,167,61
MIR22|MIR22,5,14,6,5,438,184,193,147
ERR2984226.19538|MIR22,1,1,1,1,16,0,0,3
WDR81|WDR81,298,916,612,1181,4552,3438,3996,3088
SERPINF2|SERPINF2,4403,14182,8706,17728,0,0,3,3
SMYD4|SMYD4,117,500,345,574,9,9,0,9
RPA1|RPA1,271,1089,684,1153,6,0,5,0
SERPINF1|SERPINF1,437,1476,758,1404,2188,878,1126,633
DPH1|DPH1,134,412,169,383,70,42,39,40
LOC107054798|LOC107054798,10,24,15,55,84,38,59,45
HIC1|HIC1,152,424,238,842,2450,1084,849,875
SMG6|SMG6,166,533,418,813,732,509,572,219
LOC107054801|LOC107054801,0,10,3,42,1856,680,622,765
LOC107054800|LOC107054800,0,0,0,4,10,12,0,0
MIR1666|MIR1666,0,0,0,0,32334,10543,7646,5520
MIR1666,0,0,0,0,639,500,377,337
MIR1696|MIR1696,0,0,0,0,12085,4502,4086,4482
MIR1696,0,0,0,0,109,259,89,70
SRR|SRR,40,128,61,87,404,169,186,161
LOC112530095|LOC112530095,0,3,0,2,705,424,457,433
TSR1|TSR1,421,1712,1259,1658,1222,406,400,477
LOC112530096|LOC112530096,3,0,0,1,277,91,133,69
POLDIP2|POLDIP2,998,3591,2407,3391,7159,2580,3720,2576
TMEM199|TMEM199,174,636,460,433,0,0,2,1
SEBOX|SEBOX,46,194,151,142,0,0,0,0
SARM1|SARM1,76,357,431,431,1334,643,641,690
SLC46A1|SLC46A1,226,723,355,647,3850,1706,1806,2075
PIGS|PIGS,219,987,674,516,3,4,5,1
ALDOC|ALDOC,146,391,351,442,208,231,231,191
SPAG5|SPAG5,15,26,46,35,1377,544,445,375
SGK494|SGK494,0,5,0,0,2397,760,1175,970
LOC107054803|LOC107054803,0,0,0,0,801,395,460,352
KIAA0100|KIAA0100,541,1571,1048,2465,85,30,47,53
KIF12|KIF12,11,19,14,55,757,737,307,273
VTN|VTN,35431,124714,106125,82804,6,15,0,16
SDF2|SDF2,173,683,467,399,375,280,175,159
SUPT6H|SUPT6H,608,1143,931,2096,89,58,82,23
PROCA1|PROCA1,30,262,153,175,392,120,150,246
LOC100858814|LOC100858814,0,0,0,0,24,8,13,17
RAB34|RAB34,10,35,40,43,1,1,1,1
LOC112530100|LOC112530100,0,1,1,1,241,173,143,116
RPL23A|RPL23A,2796,14599,8530,8714,1,0,0,0
LOC112530099|LOC112530099,1,1,3,6,2,0,0,2
TLCD1|TLCD1,107,677,533,529,590,293,367,278
NEK8|NEK8,40,79,70,188,219,96,110,87
TRAF4|TRAF4,79,460,281,447,88,35,16,39
FAM222B|FAM222B,75,209,147,351,975,365,490,411
ERAL1|ERAL1,255,992,578,846,239,296,212,98
FLOT2|FLOT2,643,1977,1368,2048,218,140,141,96
DHRS13|DHRS13,101,444,199,238,4561,2565,3024,2248
PHF12|PHF12,513,1324,967,1903,20561,12072,11373,11128
PIPOX|PIPOX,326,1168,786,988,1949,1048,875,809
GIT1|GIT1,92,437,308,449,1447,1039,1009,725
ANKRD13B|ANKRD13B,0,19,10,66,8613,4320,4494,4370
MYO18A|MYO18A,401,1575,1099,1779,332,147,150,89
CRYBA1|CRYBA1,83,550,472,339,6,0,0,0
NUFIP2|NUFIP2,471,2120,1574,1907,100,75,62,63
LOC112530072|LOC112530072,0,56,80,36,111,61,30,65
TAOK1|TAOK1,211,90,504,1278,277,56,143,85
CORO6|CORO6,31,195,82,81,1146,830,765,611
SSH2|SSH2,76,133,133,402,590,395,319,288
EFCAB5|EFCAB5,81,187,126,329,2939,1000,806,901
NSRP1|NSRP1,241,574,471,789,2023,1155,858,680
SLC6A4|SLC6A4,233,243,253,739,2313,871,821,725
TMIGD1|TMIGD1,0,6,0,0,10116,4332,4360,3650
BLMH|BLMH,1230,3820,2354,4568,13719,5440,4260,4166
TUSC5|TUSC5,4,12,13,13,1122,507,465,356
CPD|CPD,1671,5367,3590,6310,197,176,143,90
GOSR1|GOSR1,361,1024,765,1360,120039,51643,32271,32239
ABR|ABR,141,125,223,603,629,271,337,294
TIMM22|TIMM22,163,654,380,611,510,125,93,67
SPECC1|SPECC1,28,35,36,160,0,0,0,0
ADORA2B|ADORA2B,13,24,15,53,16,23,19,0
ZSWIM7|ZSWIM7,56,154,134,121,12524,4205,5366,4034
TTC19|TTC19,250,866,533,804,680,362,289,223
NCOR1|NCOR1,574,1054,1109,2371,19,10,28,8
PIGL|PIGL,48,85,68,93,3506,1122,1104,1432
P2RX5|P2RX5,8,20,16,90,4574,1929,1728,1584
CTNS|CTNS,175,649,441,795,16,0,0,0
TRPV1|TRPV1,315,780,1009,748,329,192,186,129
EMC6|EMC6,149,1069,496,760,1544,622,735,740
TAX1BP3|TAX1BP3,255,701,474,960,4465,1835,2068,2449
SHPK|SHPK,258,1143,382,1029,566,233,134,341
TRPV3|TRPV3,22,84,51,78,0,0,0,0
ASPA|ASPA,288,736,482,1159,0,0,0,0
SPATA22|SPATA22,0,0,0,0,0,0,0,0
AKAP10|AKAP10,333,548,282,1180,1900,681,460,635
NLE1|NLE1,140,635,402,658,4748,1596,731,631
LOC101749175|LOC101749175,30,22,17,76,2198,697,541,599
TRPV2|TRPV2,52,131,98,285,34,15,18,7
CENPV|CENPV,140,504,324,348,3980,1705,2119,1242
UBB|UBB,26268,82786,51275,93415,3090,1580,1307,1036
GSG2|GSG2,12,47,28,37,0,0,0,4
SLC47A1|SLC47A1,125,604,382,575,0,0,0,0
LOC107054806|LOC107054806,0,6,0,4,139,46,107,96
ULK2|ULK2,1162,1283,1352,3048,636,345,380,327
ALDH3A2|ALDH3A2,3697,12515,7439,10978,435,319,391,212
NXN|NXN,357,1281,945,941,1034,360,377,317
MRM3|MRM3,73,421,229,305,159,99,99,76
GLOD4|GLOD4,971,3093,1780,2947,78,107,58,50
GEMIN4|GEMIN4,140,494,320,494,0,0,5,0
DOC2B|DOC2B,59,128,168,244,6716,2667,1843,1366
FAM57A|FAM57A,11,64,49,66,8,41,34,0
RFLNB|RFLNB,53,213,135,307,747,344,410,305
LOC107054807|LOC107054807,0,0,0,0,779,198,278,253
RPH3AL|RPH3AL,140,342,295,387,2599,1441,1922,1244
VPS53|VPS53,243,835,606,1100,933,346,392,257
TEX14|TEX14,0,67,42,95,4,0,0,0
LOC112530097|LOC112530097,11,3,5,13,12,7,0,4
LOC112530098|LOC112530098,83,70,107,76,21059,8149,8140,7162
LOC112530089|LOC112530089,10,3,12,15,11,0,3,0
RAD51C|RAD51C,73,184,117,150,380,100,120,83
PPM1E|PPM1E,154,331,288,512,3064,1277,1331,1164
TRIM37|TRIM37,150,523,421,720,0,0,0,1
MIR301B|MIR301B,0,0,0,1,0,0,0,1
MIR301B,0,0,0,0,458,312,337,214
MIR130C|MIR130C,0,0,0,0,5087,3325,3061,2886
MIR130C,0,0,0,0,8624,3278,3578,3247
PRR11|PRR11,0,32,18,24,0,0,10,0
SKA2|SKA2,159,626,405,660,2402,1294,3978,1462
SMG8|SMG8,87,448,298,380,808,621,566,499
GDPD1|GDPD1,162,216,155,572,1526,725,738,656
YPEL2|YPEL2,564,1276,1338,1741,4666,1916,1956,1688
MIR1697|MIR1697,2,2,0,0,4544,1244,2164,1927
ERR2984226.19698|MIR1697,1,1,0,0,3103,1338,1378,1170
DHX40|DHX40,287,795,503,949,930,292,440,385
CLTC|CLTC,1914,4019,2688,8563,3873,1955,2014,1705
RNFT1|RNFT1,182,544,440,725,387,156,181,217
VMP1|VMP1,1061,3283,2077,3589,2521,1495,1811,1517
