gene_id,CN_2w_2,CN_2w_1,CN_4w_1,HT_3hr_1,HT_3hr_2,HT_3hr_4
LOC107054673|LOC107054673,47,20,82,2666,1092,1062
LOC112533494|LOC112533494,29,76,85,4192,1400,1510
TBX3|TBX3,584,1648,1627,880,437,419
LOC107054671|LOC107054671,0,0,0,752,475,409
TBX5|TBX5,0,0,0,2756,1530,1426
RBM19|RBM19,235,1098,1276,1139,542,563
LHX5|LHX5,63,356,223,16214,5517,6665
SDSL|SDSL,459,1825,1140,26,26,44
RITA1|RITA1,21,128,82,206,104,107
TPCN1|TPCN1,152,434,875,31,16,5
SLC8B1|SLC8B1,1092,3807,3053,1261,621,672
PLBD2|PLBD2,1840,7658,5282,1036,410,336
LOC107051179|LOC107051179,0,0,4,502,248,196
LOC112533535|LOC112533535,8,0,16,207,158,172
LOC112533575|LOC112533575,2,1,1,8229,3134,2889
LOC112533549|LOC112533549,23,56,56,218,108,75
LOC112533545|LOC112533545,70,239,223,4561,2059,1339
ZNF252L|ZNF252L,64,53,140,17,13,17
LOC112533551|LOC112533551,8,6,8,2216,1059,1608
LOC107050998|LOC107050998,11,6,28,748,298,430
LOC100859084|LOC100859084,109,328,368,9,0,8
LOC100857932|LOC100857932,143,1347,1031,147,68,71
LOC112533553|LOC112533553,5,14,11,3875,1654,1979
LOC112533574|LOC112533574,13,18,23,1086,442,433
LOC107050670|LOC107050670,101,232,225,280,74,53
LOC107050048|LOC107050048,12,32,18,65,42,33
LOC112533593|LOC112533593,0,0,0,1193,432,392
SRM130L1|SRM130L1,0,0,4,0,0,0
LOC107050349|LOC107050349,63,165,208,0,0,0
LOC112533587|LOC112533587,10,70,61,967,532,782
LOC107049095|LOC107049095,50,97,207,13,7,9
LOC112533588|LOC112533588,61,249,228,1932,880,1091
LOC112533573|LOC112533573,5,37,34,0,0,6
LOC112533582|LOC112533582,20,38,53,1239,528,575
ZNF226L|ZNF226L,34,109,171,3231,1136,1192
LOC112533581|LOC112533581,15,51,57,7,9,17
POLR2I|POLR2I,171,936,499,119823,53100,27240
LOC112533572|LOC112533572,9,4,7,2217,1193,994
LOC107049766|LOC107049766,0,0,0,2082,933,1123
LOC100859910|LOC100859910,56,113,119,1587,829,812
LOC112533536|LOC112533536,0,0,0,126,23,34
LOC112533569|LOC112533569,0,0,0,3194,1537,1441
LOC112533570|LOC112533570,0,0,0,389,211,159
LOC107049809|LOC107049809,0,0,0,1510,568,679
LOC112533592|LOC112533592,0,0,0,311,221,239
LOC107050380|LOC107050380,0,0,0,170,133,83
LOC112533537|LOC112533537,0,0,0,2347,1108,752
LOC107051231|LOC107051231,0,0,0,26,12,10
LOC107049857|LOC107049857,0,0,0,2108,712,870
LOC107050302|LOC107050302,0,0,0,1141,516,408
LOC100859036|LOC100859036,0,3,0,2071,786,950
MIR7480-2,0,0,0,2397,745,910
MIR7480-2|MIR7480-2,0,0,0,20,11,20
LOC107050707|LOC107050707,0,0,0,1209,643,564
LOC112533559|LOC112533559,0,0,0,84126,28956,32283
LOC107049932|LOC107049932,0,0,0,0,0,3
LOC107049724|LOC107049724,0,0,0,697,370,443
LOC100858315|LOC100858315,37,50,82,1392,505,598
LOC107050068|LOC107050068,0,0,0,9,6,5
LOC112533538|LOC112533538,0,0,0,35206,15495,11769
LOC112533539|LOC112533539,0,0,0,48,0,15
DMBT1L1|DMBT1L1,0,0,0,73,42,36
OR14A16L23|OR14A16L23,0,0,0,361,188,162
LOC100858531|LOC100858531,43,121,98,2576,1303,1110
LOC112533556|LOC112533556,0,0,0,4326,1583,1897
LOC101747363|LOC101747363,0,0,0,4733,1378,2082
LOC100859834|LOC100859834,0,0,0,101,31,22
LOC107049645|LOC107049645,43,46,19,22132,11001,11534
LOC112533554|LOC112533554,0,0,0,347,185,155
AGWCL|AGWCL,0,0,0,104,62,38
LOC112533540|LOC112533540,0,0,0,0,0,0
LOC112533590|LOC112533590,0,0,0,557,238,164
LOC112533595|LOC112533595,0,0,0,1624,742,701
LOC107050752|LOC107050752,0,0,0,8769,4194,3228
LOC107050751|LOC107050751,0,0,0,2500,1363,1069
LOC107049194|LOC107049194,0,0,0,689,246,303
LOC101750331|LOC101750331,0,0,0,24,18,0
LOC107049869|LOC107049869,0,0,0,4755,1607,2048
LOC112533558|LOC112533558,8,71,28,17,0,0
LOC431499|LOC431499,115,332,317,1158,455,612
LOC101751264|LOC101751264,1,0,0,151,89,126
LOC107049808|LOC107049808,11,17,15,0,0,0
LOC107050307|LOC107050307,38,72,61,0,0,0
LOC112533561|LOC112533561,6,22,13,97,32,81
LOC107050798|LOC107050798,272,772,794,83,43,29
LOC112533568|LOC112533568,1,0,0,5,0,0
LOC107049933|LOC107049933,1,4,0,193,53,53
LOC107049725|LOC107049725,10,7,5,631,339,202
LOC101751850|LOC101751850,5,9,8,1013,382,371
LOC100859063|LOC100859063,14,14,3,2051,539,676
LOC107049980|LOC107049980,14,19,26,1003,230,421
LOC107049644|LOC107049644,79,197,281,2247,699,1147
LOC107049055|LOC107049055,4,10,9,169,90,54
LOC112533576|LOC112533576,5,17,0,2631,919,953
LOC107050418|LOC107050418,29,88,79,2142,739,892
LOC107049548|LOC107049548,6,12,14,630,550,292
LOC112533586|LOC112533586,10,27,23,1,0,0
MHCBL2|MHCBL2,0,0,55,845,205,297
LOC429800|LOC429800,36,68,227,4,0,0
MIR6566|MIR6566,1,1,0,15,5,6
ERR2984226.17927|MIR6566,1,1,0,10587,4791,3759
LOC107057099|LOC107057099,27,105,178,258,128,130
LOC112533562|LOC112533562,22,43,77,9,4,0
BLB3|BLB3,0,10,55,2334,791,774
LOC107057101|LOC107057101,0,1,0,1434,481,441
LOC112533585|LOC112533585,0,3,33,1,0,0
MHCIY|MHCIY,444,1619,1862,6,7,0
MR1|MR1,97,305,442,212,86,80
LOC107057109|LOC107057109,0,3,15,254,175,111
LOC112533579|LOC112533579,0,0,0,1634,680,666
LOC107050833|LOC107050833,87,289,427,869,497,401
LOC107057121|LOC107057121,0,2,7,197,106,48
LOC107049114|LOC107049114,8,19,55,2333,1066,1124
LOC112533578|LOC112533578,0,0,0,1167,370,491
YF6|YF6,85,291,432,0,0,0
LOC107054706|LOC107054706,0,2,7,0,0,0
LOC107049124|LOC107049124,11,56,103,958,354,475
LOC107054707|LOC107054707,0,10,51,111,14,30
MHCIA9|MHCIA9,297,999,1364,480,154,144
LOC101747901|LOC101747901,33,56,160,869,388,397
CLC2IL1|CLC2IL1,39,83,247,1166,627,599
CLC2BL2|CLC2BL2,14,21,74,6,3,1
LOC107050348|LOC107050348,0,0,0,1,1,1
HLA-F10AL1|HLA-F10AL1,41,136,222,1036,761,551
LOC112529954|LOC112529954,0,10,29,16218,9269,6638
MHCIA6|MHCIA6,20,42,86,889,362,280
CLC2BL1|CLC2BL1,7,6,41,79,73,31
LOC107050538|LOC107050538,203,575,748,4447,1820,2210
LOC112533584|LOC112533584,0,9,51,95,51,57
LOC107057093|LOC107057093,3,7,29,123,59,47
LOC107051266|LOC107051266,0,3,11,451,2574,81
MICA|MICA,132,575,645,0,0,0
LOC107054703|LOC107054703,0,3,31,3,4,0
MHCIA3|MHCIA3,6,24,62,6229,4548,1901
CLC2LL|CLC2LL,4,0,18,19,6,8
LOC112533594|LOC112533594,0,10,48,1666,704,652
LOC101751283|LOC101751283,0,11,31,124,32,34
MHCIA7|MHCIA7,4,10,46,7038,2495,1345
LOC112533550|LOC112533550,24,31,102,29,7,13
LOC112533563|LOC112533563,22,70,83,688,310,336
MHCIA2|MHCIA2,46,174,273,1329,395,235
LOC100859202|LOC100859202,7,5,17,3889,1887,1664
LOC112533566|LOC112533566,44,132,222,1042,395,440
LOC107050659|LOC107050659,112,238,294,531,283,194
LOC100859302|LOC100859302,83,335,442,14459,6005,6123
IL4I1|IL4I1,10,7,53,468,158,165
TRIM7|TRIM7,38,55,47,3055,825,806
TRNAK-CUU_2,0,0,0,14030,6068,5838
HEP21|HEP21,3,35,46,13,9,12
BTN3A3L1|BTN3A3L1,27,44,114,9,0,0
LOC425214|LOC425214,198,564,469,930,302,378
LOC107054701|LOC107054701,0,0,0,0,0,0
LOC107054700|LOC107054700,0,0,0,51,26,11
MOGL4|MOGL4,122,57,89,836,351,401
LOC107054697|LOC107054697,2,17,44,35,59,22
LOC112533591|LOC112533591,0,5,10,1462,543,522
TRNAL-CAA_1,0,0,0,1508,511,719
TRNAE-CUC_3,0,0,0,982,414,471
TRNAN-GUU_7,0,0,0,0,0,0
TRNAT-UGU_2,0,0,0,718,286,330
TRNAL-AAG_1,0,0,0,2122,1306,1089
TRNAV-AAC_6,0,0,0,1351,717,652
TRNAP-UGG_3,0,0,0,14776,7207,8523
TRNAT-UGU_3,0,0,0,7,72,16
LOC107054691|LOC107054691,17,29,32,0,0,0
BG2|BG2,307,2970,3376,6,4,0
LOC107054694|LOC107054694,1,24,32,59,46,20
BLEC3|BLEC3,8,51,58,6442,2506,2467
BZFP2|BZFP2,42,150,201,8,6,0
BZFP1|BZFP1,19,100,82,870,374,494
LOC112533583|LOC112533583,20,22,50,8,0,0
LOC112533567|LOC112533567,10,16,42,838,426,197
LOC112533571|LOC112533571,52,3,14,1511,754,509
LOC112533580|LOC112533580,10,30,28,70,39,38
KIFC1L|KIFC1L,110,446,514,905,494,405
LOC107054696|LOC107054696,13,122,157,1342,367,427
LOC112533543|LOC112533543,24,109,103,7,0,0
LOC112533547|LOC112533547,4,36,43,61,35,42
LOC112533548|LOC112533548,16,22,32,1039,375,528
LOC107054695|LOC107054695,4,28,30,0,0,0
BG8|BG8,140,417,584,0,0,0
LOC107054693|LOC107054693,1,3,8,1099,404,474
LOC107057126|LOC107057126,1,2,4,1046,588,690
BTN3A3L2|BTN3A3L2,98,369,468,974,334,510
LOC112533589|LOC112533589,1,0,7,1408,478,570
KIFC1|KIFC1,89,393,383,15094,6603,7500
ZNF692|ZNF692,25,188,243,3744,1675,1686
TRIM7.2|TRIM7.2,226,953,888,79,31,56
TRIM27.2|TRIM27.2,0,18,35,16960,7425,8186
TRIM39.1|TRIM39.1,6,0,13,1937,688,665
TRIM27.1|TRIM27.1,23,37,65,1035,576,591
TRIM39.2|TRIM39.2,12,26,88,18,4,11
BLEC2|BLEC2,0,0,0,5337,2008,1820
BLEC1|BLEC1,8,51,96,2217,1063,854
BLB1|BLB1,783,2009,3573,1,0,0
TAPBP|TAPBP,473,2324,2246,15,5,8
TRIM41|TRIM41,136,352,466,367,438,145
BTN1|BTN1,184,803,672,7866,1873,1348
TRNAL-AAG_3,0,0,0,12429,4483,4760
BG1|BG1,1414,4143,4311,967,364,437
RACK1|RACK1,6095,29320,19287,18,14,9
TRIM10|TRIM10,7,6,23,132,91,78
BLB2|BLB2,1527,3077,5672,3427,1573,1268
DMB1|DMB1,3,7,0,387,169,109
MHCDMA|MHCDMA,43,178,246,566,328,213
BRD2|BRD2,1038,4285,4792,1267,565,526
DMB2|DMB2,82,232,474,5126,2870,2329
TAP2|TAP2,473,2106,2231,6,0,2
BF1|BF1,3923,11926,13961,560,223,224
TAP1|TAP1,207,524,1042,1,1,0
CENPA|CENPA,0,6,8,759,308,333
TNX|TNX,16,34,66,4,0,4
CYP21A1|CYP21A1,4,7,9,0,0,0
LOC101751902|LOC101751902,0,0,30,0,0,0
CD1B|CD1B,99,173,310,27,11,5
BF2|BF2,8903,26796,35736,44,19,22
C4|C4,6394,24211,20590,1001,541,448
MDC1|MDC1,212,882,764,35460,19997,15873
RPS5|RPS5,0,0,0,5384,1538,2004
FLOT1|FLOT1,150,568,564,1886,850,904
TUBB|TUBB,2811,6665,7569,7,4,6
LOC107051407|LOC107051407,0,0,0,26,21,14
LOC107050614|LOC107050614,235,1440,780,0,8,5
LOC112533597|LOC112533597,0,2,2,1350,593,552
LOC107050785|LOC107050785,151,650,695,83,27,27
LOC112533596|LOC112533596,16,35,30,337,45,56
TCLEC2B|TCLEC2B,0,0,0,1525,606,495
LOC107054710|LOC107054710,4,13,9,1487,543,488
YF5|YF5,329,1545,1351,10085,4648,3050
LOC107054704|LOC107054704,76,244,203,612,293,222
HLA-F10AL3|HLA-F10AL3,38,113,214,65,70,41
LOC769384|LOC769384,7,12,45,1358,572,512
MHCBL1|MHCBL1,0,13,7,1712,569,696
LOC107057116|LOC107057116,45,187,208,1511,530,335
ZNF737L|ZNF737L,32,145,144,3,0,0
LOC107057103|LOC107057103,0,0,4,1,0,0
LOC417056|LOC417056,0,44,57,2508,959,623
LOC112531181|LOC112531181,0,0,0,1240,479,354
CLEC2D2L|CLEC2D2L,25,55,81,455,164,16
HLA-F10AL4|HLA-F10AL4,93,362,377,457,151,42
LOC107054715|LOC107054715,59,331,289,207,52,36
LOC112529982|LOC112529982,35,68,74,592,350,288
PRF1|PRF1,23,65,171,3,9,0
CCDC189|CCDC189,51,233,147,32,14,21
ANKMY1|ANKMY1,33,85,184,0,0,0
LOC107052181|LOC107052181,16,34,28,888,474,408
FCN2|FCN2,17,65,73,101,66,20
UAP1L1|UAP1L1,317,780,974,330,119,50
LOC427783|LOC427783,0,19,18,57,20,44
LOC107052182|LOC107052182,0,0,0,17,26,15
DPP7|DPP7,951,5107,4402,33,9,16
LOC101748328|LOC101748328,18,61,57,0,0,0
MAN1B1|MAN1B1,2050,5846,6694,0,0,0
SAPCD2|SAPCD2,13,45,67,761,330,237
ENTPD2|ENTPD2,36,55,250,34,29,6
TMEM141|TMEM141,183,883,347,5,0,14
PAXX|PAXX,36,281,210,4561,2247,2091
CLIC3|CLIC3,0,34,10,813,608,385
FUT7|FUT7,6,20,47,58706,39028,24897
ABCA2|ABCA2,449,1526,1744,109,46,141
NPDC1|NPDC1,95,584,499,2978,1019,904
EXFABP|EXFABP,91,629,503,1456,680,564
LCN15|LCN15,0,10,7,3,0,0
PTGDS|PTGDS,1824,8558,7131,57,37,31
C8G|C8G,2163,13678,6883,855,381,373
FBXW5|FBXW5,337,1548,1549,314,352,181
TRAF2|TRAF2,313,1842,1491,6029,3919,4026
LOC112529985|LOC112529985,4,19,32,10677,6528,3864
EDF1|EDF1,3030,13428,11637,15,11,19
MAMDC4|MAMDC4,476,2163,1379,1153,411,593
PHPT1|PHPT1,92,815,303,2665,925,1225
LOC112529998|LOC112529998,0,17,22,5401,2240,4203
RABL6|RABL6,826,3322,3573,0,0,5
NRARP|NRARP,65,320,289,1167,526,518
AMBP|AMBP,19140,82881,53142,5165,4463,3176
EXD3|EXD3,57,260,414,2288,917,901
NOXA1|NOXA1,39,170,140,19,2,18
ENTPD8|ENTPD8,593,2429,2101,8423,4459,3601
ENTPD8L|ENTPD8L,754,2950,3049,1820,718,632
TMEM203|TMEM203,116,833,526,380,398,168
NDOR1|NDOR1,79,392,291,3183,1062,921
RNF208|RNF208,17,66,141,5,6,8
LOC112529980|LOC112529980,1,0,0,289,145,65
CYSRT1|CYSRT1,30,258,100,0,16,0
LRRC26|LRRC26,8,3,12,18,47,13
ZNF618|ZNF618,63,99,378,2122,792,867
RGS3|RGS3,41,122,316,3723,2016,1560
POLE3|POLE3,204,782,939,432,184,99
ALAD|ALAD,288,1544,1256,29,48,0
HDHD3|HDHD3,501,3338,1792,1021,460,434
WDR31|WDR31,12,54,70,128,61,53
BSPRY|BSPRY,39,131,96,1138,448,439
PRPF4|PRPF4,180,755,801,13,14,13
CDC26|CDC26,61,308,168,352,147,179
SLC31A1|SLC31A1,2985,9467,12613,165,42,43
FKBP15|FKBP15,387,1016,1585,1181,493,563
STPG3|STPG3,26,134,63,1,0,1
LOC107052172|LOC107052172,1,1,1,0,0,1
ZMYND19|ZMYND19,63,368,297,0,0,0
LRSAM1|LRSAM1,217,780,852,6,0,4
LOC112530003|LOC112530003,0,15,11,2792,1050,1344
RPL12|RPL12,3062,13271,10549,7,10,13
LOC100858759|LOC100858759,0,3,0,171,33,181
DPH7|DPH7,530,1485,1947,7,5,11
PNPLA7|PNPLA7,609,1933,2270,112,95,80
LOC101751447|LOC101751447,0,5,9,3651,1227,1628
MRPL41|MRPL41,207,1159,594,1093,464,453
NSMF|NSMF,477,1168,895,345,124,116
LOC112529978|LOC112529978,10,6,27,2258,849,704
TPRN|TPRN,181,312,774,90,102,72
LOC771190|LOC771190,4,10,6,5034,1983,1582
ANAPC2|ANAPC2,200,1013,774,1126,465,604
TOR4A|TOR4A,162,330,1093,9900,4521,3302
DDR1|DDR1,61,255,365,28,4,21
MIR1707|MIR1707,0,0,2,0,1,0
MIR1707,0,0,1,17,0,9
FAM166A|FAM166A,0,5,13,175,42,66
TUBB4B|TUBB4B,2370,13365,12833,10,15,14
ENTPD2L|ENTPD2L,20,48,135,69,38,43
LOC107052188|LOC107052188,17,82,46,248,113,123
LOC107052189|LOC107052189,21,37,37,572,218,243
NELFB|NELFB,262,883,997,689,387,240
LOC101748065|LOC101748065,27,54,76,34,13,11
GSL|GSL,75,458,309,24,8,13
LOC112529999|LOC112529999,0,3,3,424,164,237
EHMT1|EHMT1,441,1231,1625,47,13,15
MIR7441,0,0,0,0,0,0
MIR7441|MIR7441,0,0,0,3,0,0
ARRDC1|ARRDC1,111,497,505,1,0,0
FAM129B|FAM129B,61,153,240,117,62,90
SLC31A2|SLC31A2,24,103,127,145,101,95
STXBP1|STXBP1,92,199,431,27,16,18
MIR7442,0,0,0,30,53,38
AKNA|AKNA,43,80,238,125,77,94
MIR7442|MIR7442,0,0,0,24,30,21
WHRN|WHRN,0,0,0,12,17,26
ATP6V1G1|ATP6V1G1,373,1742,1698,514,253,215
TMEM268|TMEM268,84,163,430,0,0,0
TNFSF8|TNFSF8,0,0,9,3,5,0
LOC112529997|LOC112529997,13,8,20,0,0,0
TNFSF15|TNFSF15,4,0,17,0,0,0
TNC|TNC,135,379,421,64,23,20
LOC107052192|LOC107052192,0,0,0,0,0,0
PAPPA|PAPPA,99,315,237,0,0,0
TLR4|TLR4,71,79,460,1,0,0
ASTN2|ASTN2,0,9,0,42,9,3
TRIM32|TRIM32,102,399,354,0,0,0
LOC101748943|LOC101748943,0,0,0,0,0,1
LOC107052196|LOC107052196,4,0,0,0,0,0
BRINP1|BRINP1,137,218,427,0,0,0
LOC112529988|LOC112529988,2,0,0,0,0,0
CDK5RAP2|CDK5RAP2,124,197,657,0,0,0
MEGF9|MEGF9,435,1355,1817,0,0,0
COL27A1|COL27A1,34,51,121,0,0,0
LOC101749517|LOC101749517,9,23,19,12,13,8
MIR6696|MIR6696,0,0,0,677,329,366
MIR6696,0,0,0,0,0,0
LOC107052199|LOC107052199,0,0,0,0,0,0
MIR455|MIR455,0,0,3,0,0,0
MIR455,0,0,1,0,0,0
NAIF1|NAIF1,274,1032,852,5,0,0
FAM102A|FAM102A,335,855,1015,90,13,29
DPM2|DPM2,106,570,446,0,0,0
SLC25A25|SLC25A25,337,1616,1446,0,0,1
ORM1|ORM1,8542,48122,41687,0,0,0
LOC107052201|LOC107052201,247,1065,622,0,0,0
ST6GALNAC4|ST6GALNAC4,54,235,160,0,0,0
ST6GALNAC6|ST6GALNAC6,25,88,92,9,9,4
AK1|AK1,5,55,27,8,9,8
FPGS|FPGS,161,581,587,108,46,42
ENG|ENG,384,656,1311,0,0,0
CDK9|CDK9,185,748,843,0,0,1
SH2D3C|SH2D3C,97,284,399,0,0,0
TOR2A|TOR2A,216,815,723,486,201,207
TTC16|TTC16,22,40,28,13,15,10
CERCAM|CERCAM,8,48,47,4,0,0
URM1|URM1,516,2149,1346,0,0,0
SLC27A4|SLC27A4,1241,6339,4828,0,5,0
GOLGA2|GOLGA2,682,1807,2834,15,0,9
DNM1|DNM1,443,1119,1266,0,0,0
MIR199B1|MIR199B1,0,0,1,0,0,0
MIR199B1,0,0,0,0,0,0
COQ4|COQ4,325,2396,1447,0,0,0
TRUB2|TRUB2,265,1553,1257,0,0,0
CIZ1|CIZ1,278,1063,1082,0,0,0
C17H9orf16|C17H9orf16,228,1060,869,31,16,34
ODF2|ODF2,145,324,461,0,0,0
PTGES2|PTGES2,549,2310,2183,0,0,0
GLE1|GLE1,147,464,604,0,0,0
SPTAN1|SPTAN1,1202,3354,6063,0,0,0
LOC107052167|LOC107052167,5,9,5,162,66,108
WDR34|WDR34,41,102,110,366,158,209
ZDHHC12|ZDHHC12,87,262,280,0,0,0
LOC112529986|LOC112529986,0,4,8,135,26,41
PKN3|PKN3,14,72,86,0,0,0
SET|SET,1205,4873,5086,3,0,0
LOC112529987|LOC112529987,46,182,175,0,3,2
ZER1|ZER1,351,765,1469,21,8,15
TBC1D13|TBC1D13,422,1127,1675,5,0,0
ENDOG|ENDOG,357,1372,1075,0,4,0
SPOUT1|SPOUT1,100,491,394,116,44,53
CCBL1|CCBL1,685,2375,2025,4,3,4
LRRC8A|LRRC8A,424,838,1948,33,13,14
PHYHD1|PHYHD1,192,581,831,0,4,0
DOLK|DOLK,42,82,173,187,75,88
NUP188|NUP188,298,596,1268,0,1,2
SH3GLB2|SH3GLB2,102,387,485,0,1,1
MIGA2|MIGA2,1139,3044,4221,210,54,63
DOLPP1|DOLPP1,136,685,644,6,3,0
CRAT|CRAT,3489,10198,12669,56,29,35
PTPA|PTPA,563,2051,2237,13,0,0
LOC107052205|LOC107052205,0,18,14,0,9,4
IER5L|IER5L,41,222,112,7,15,7
LOC112529976|LOC112529976,10,10,5,483,229,149
LOC112529975|LOC112529975,6,0,5,692,0,309
NTMT1|NTMT1,253,1418,849,41695,15148,12068
ASB6|ASB6,137,403,599,31,10,0
PTGES|PTGES,7,22,25,0,0,0
TOR1BL|TOR1BL,3,11,13,4,0,0
TOR1A|TOR1A,550,2263,2427,1354,895,604
C17H9orf78|C17H9orf78,214,723,736,665,304,348
USP20|USP20,593,1984,2667,3,1,0
NCS1|NCS1,4,12,24,5,0,0
FNBP1|FNBP1,707,1319,2934,597,443,322
GPR107|GPR107,441,1195,1926,0,1,0
ASS1|ASS1,207,404,1301,60,23,10
FUBP3|FUBP3,543,1572,1750,4,0,0
EXOSC2|EXOSC2,351,1439,1306,905,673,434
ABL1|ABL1,373,1157,1404,3,1,0
LAMC3|LAMC3,67,115,51,85,36,25
C9ORF58|C9ORF58,3919,13743,15006,1532,985,869
NUP214|NUP214,534,1523,2439,22,25,23
FAM78A|FAM78A,56,111,426,20,53,29
PLPP7|PLPP7,27,45,103,11,8,7
PRRT1B|PRRT1B,354,1616,1166,0,0,0
PRRC2B|PRRC2B,738,1555,3387,0,288,169
LOC112530010|LOC112530010,0,0,2,337,190,246
POMT1|POMT1,205,809,739,40,27,28
UCK1|UCK1,917,3297,3090,28,8,7
LOC112529979|LOC112529979,7,5,7,518,325,291
RAPGEF1|RAPGEF1,690,1955,2322,13,6,0
MED27|MED27,50,234,166,3,4,0
LOC107052212|LOC107052212,0,2,0,315,375,454
NTNG2|NTNG2,161,264,136,87,87,144
LOC107052210|LOC107052210,81,64,43,20,0,0
LOC101751924|LOC101751924,57,57,9,12,3,0
SETX|SETX,450,910,1739,71,17,7
LOC107052211|LOC107052211,0,0,0,13,7,0
TTF1|TTF1,148,427,541,2,4,4
CFAP77|CFAP77,2,0,6,155,56,144
DDX31|DDX31,171,388,474,359,119,123
GTF3C4|GTF3C4,187,380,601,7,9,19
TSC1|TSC1,599,1421,2468,38,6,8
LOC112529984|LOC112529984,0,18,32,0,4,0
GFI1B|GFI1B,0,0,27,436,30,48
CEL|CEL,0,0,0,238,0,0
GTF3C5|GTF3C5,96,348,370,15,17,18
RALGDS|RALGDS,196,288,794,0,0,0
LOC107052213|LOC107052213,0,0,4,0,0,0
GBGT1|GBGT1,67,94,166,0,0,0
LOC112529956|LOC112529956,0,4,0,0,0,0
SURF6|SURF6,122,600,526,0,0,0
STKLD1|STKLD1,44,145,140,0,0,0
REXO4|REXO4,131,496,497,0,0,0
LOC107052214|LOC107052214,2,4,7,0,0,0
LOC112530009|LOC112530009,0,1,1,0,0,0
MED22|MED22,159,470,635,64,18,23
RPL7A|RPL7A,6365,28079,21800,1,0,0
LOC112530008|LOC112530008,2,3,3,1057,1297,1734
LOC112530007|LOC112530007,1,13,12,15,26,24
SURF1|SURF1,196,637,648,16,21,26
SURF2|SURF2,79,635,314,140,40,70
SURF4|SURF4,2706,10096,12357,116,46,28
TMEM8C|TMEM8C,4,0,0,0,0,0
SLC2A6|SLC2A6,61,112,264,0,0,0
LOC101749173|LOC101749173,7,7,23,1,0,0
ADAMTS13|ADAMTS13,207,412,988,0,0,0
CACFD1|CACFD1,597,2443,2504,0,0,0
ADAMTSL2|ADAMTSL2,187,678,1195,0,0,0
SARDH|SARDH,922,3592,2619,0,0,0
VAV2|VAV2,1143,4639,4247,0,0,0
LOC100858426|LOC100858426,12,79,52,0,0,0
BRD3|BRD3,83,279,463,45,15,6
WDR5|WDR5,268,1169,1336,0,0,0
LOC101750481|LOC101750481,44,51,30,0,0,0
RXRA|RXRA,724,1872,2245,0,0,0
LOC112529974|LOC112529974,66,148,422,0,0,0
LOC107052216|LOC107052216,12,10,57,0,0,0
LOC101750711|LOC101750711,48,37,99,0,0,0
COL5A1|COL5A1,109,400,287,0,0,0
OLFM1|OLFM1,12,33,25,0,0,0
PPP1R26|PPP1R26,155,271,678,0,0,0
C9orf116|C9orf116,4,15,34,0,0,0
MRPS2|MRPS2,257,1139,846,0,0,0
LOC100858649|LOC100858649,64,408,379,12,12,12
LOC112530004|LOC112530004,0,8,3,5,0,5
FAM69B|FAM69B,80,668,749,39,27,36
MIR3528|MIR3528,6,6,5,0,0,0
ERR2984226.18494|MIR3528,1,1,1,0,0,1
LOC107052221|LOC107052221,12,13,22,718,341,242
EGFL7|EGFL7,137,452,722,380,195,290
AGPAT2|AGPAT2,4921,32052,29601,0,0,0
MIR126|MIR126,3,12,20,0,0,0
ERR2984226.18502|MIR126,1,1,1,5635,2206,2950
NOTCH1|NOTCH1,156,288,942,0,0,0
SNAPC4|SNAPC4,91,329,562,70,42,32
SEC16A|SEC16A,1500,3852,6950,2197,1773,1054
INPP5E|INPP5E,131,816,1043,5762,2208,2046
PMPCA|PMPCA,860,3105,3465,6,6,3
SDCCAG3|SDCCAG3,40,162,87,1977,1566,865
CEP350L|CEP350L,0,0,8,153,94,51
CARD9|CARD9,33,153,230,12,5,0
DNLZ|DNLZ,155,829,590,10,23,26
GPSM1|GPSM1,73,257,426,103,64,55
QSOX2|QSOX2,305,890,1172,14,0,7
LHX3|LHX3,0,0,0,17,30,43
LOC107052224|LOC107052224,0,6,4,177,37,31
LOC107052223|LOC107052223,0,9,18,227,82,113
C9orf69|C9orf69,72,215,197,417,198,161
NACC2|NACC2,19,36,51,811,235,167
LOC107052222|LOC107052222,23,121,74,75,17,46
LOC101748045|LOC101748045,0,71,0,28,18,15
UBAC1|UBAC1,767,1736,2406,640,331,256
MIR1465|MIR1465,6,4,4,49,50,63
ERR2984226.18534|MIR1465,1,1,1,109,22,35
CAMSAP1|CAMSAP1,148,270,473,65,31,22
LOC107052225|LOC107052225,0,0,0,26,5,2
KCNT1|KCNT1,5,5,54,17,10,17
PSMD5|PSMD5,284,913,1367,639,221,255
CUTA|CUTA,110,709,370,3,7,9
PHF19|PHF19,88,534,411,6,1,2
TRAF1|TRAF1,149,700,831,229,125,146
C5|C5,3218,7489,17750,464,229,205
CNTRL|CNTRL,256,479,937,243,131,95
LOC112529994|LOC112529994,0,0,0,1011,467,397
RAB14|RAB14,1264,4160,4864,28,50,26
GSN|GSN,173,420,615,83,391,237
STOM|STOM,677,2191,2637,29,19,17
DAB2IP|DAB2IP,587,1557,1810,28700,15441,12210
LOC112529991|LOC112529991,0,0,17,2785,2635,1284
TTLL11|TTLL11,19,64,105,5808,4152,2332
LOC417113|LOC417113,75,507,519,133,194,106
NDUFA8|NDUFA8,689,4034,2517,264,252,166
MORN5|MORN5,0,0,0,17654,9537,6198
